comment_id,label_pass1_x,confidence,text,label_pass1_y,label_pass2,conf_pass2
UgyYuP6IM5PKjJWH9Ol4AaABAg,Netral,0.8,Aku yakin bila  Jokowi bohong Tuhan sendiri  yg memberikan ganjarannya demikian  juga kubu  Roy  Suryo.Situasi ini kita pasrahkan   sepenuhnya kepada sang Pencipta.,Netral,Netral,0.6
UgyI5qYBt38LmoMcHFF4AaABAg,Netral,0.75,Roy panci penjara seumur hidup,Netral,Negatif,0.75
UgybCB_ZkW37x-x4vWt4AaABAg,Netral,0.65,Klou diperiksayg palsu yapasti palsu tapi klu diperiksa yg asli yapadti asli kliiu salah lawan aja rismon,Netral,Netral,0.55
Ugzv0B_85oF6pTYhxD94AaABAg,Netral,0.65,"Dilihat secara runtut mungkin baru percaya, dilihat dari penerimaan mahasiswa baru
. Kasihan ibu rektor katanya orang pintar , kan pak Jokowidodo mantan pejabat publik",Netral,Positif,0.5
UgwOmxdCf1UJSmefBIh4AaABAg,Netral,0.7,"Kalo ijazah pak Jokowi asli ,berarti beliau orang baik bgt loh ,knp saya bilang demikian ,karna mata pencaharian Roy Suryo ya ini, kalo pak Jokowi nunjukin ijasah nya lebih awal pasti Roy Suryo gak punya pekerjaan.makanya ketika mendekati sidang ,Roy Suryo cari target selanjut nya, ya itu ke Gibran dan kaesang",Netral,Negatif,0.6
UgyoyRKPHOSP1Wp5XVd4AaABAg,Netral,0.45,"semoga kelompok roy suryo nonton video ini, berarti selama ini kita telah di sesatkan dan ikut arus yang tidak jelas",Netral,Negatif,0.65
UgyJvnw-pJubzg730cV4AaABAg,Netral,0.5,TOLONG PIHAK UGM WAJIB MENCABUT GELAR ROY YANG SUDAH MEMBUAT NAMA UGM JADI TERCORENG DAN MENJADI JELEK.,Netral,Negatif,0.7
UgzWH1_fP_TLrVIFklh4AaABAg,Netral,0.7,Ya sudah klu emang palsu ijazah Jokowi..gak usah lagi lamar kerja dikaitkan ijazah.. gak kuliah aja pak Jokowi sangat pintar.. bukan sekolah menjamin orang pintar.. sekolah & kuliah hanya tanda pernah belajar saja😊😊😊😊😊😊😊,Netral,Netral,0.5
UgxzJ-8qTo66ER6FVC54AaABAg,Netral,0.8,Roy panci adalah mantan residivis korupsi panci 🤔 lalu di jadikan peneliti dan saksi ahli 😂 memang sudah aneh sekarang ini 🤣,Netral,Negatif,0.65
Ugz_7UZrNAl_6d0cmRB4AaABAg,Netral,0.5,"Sudah sudah jangan gaduh..

Kalian tau tidak ada agenda besar dibalik kasus ijazah ini :

Sengaja dibuat gaduh selama 2 tahun puncaknya tahun ini 2026 dibuat makin gaduh dibahas terus ditelvisi, karena berbarengan dengan perang ditimur tengah,  barengan dengan harga BBM dunia naik kebutuhan pokok naik, MSCI, kemudian. Agar bisa menggerakkan massa yang bertujuan makar... 
""Hati2 ya masyarakat jangan mau diajak demo, adu domba kalian cuma dimanfaatkan ditunggangi elit dibelakang layar"" 

Demonya SDH dijadwalkan:

1. Demo pertama kemarin Roy CS dan dkk demo di DPR sekalian tes  ombak 

2. Next demo  1 atau 2 bulan lagi tes ombak ke 2 jika keikutsertaan masyarakat banyak maka akan lanjut demo ke 3

3. Demo ke 3 nanti akan ada agenda besar bertujuan makar

Hati2 ya kawan2 jangan mudah di adu domba berfikir secara obyektif dan jaga keselamatan keluarga kita, oke !!!",Netral,Negatif,0.6
UgyB1rU_mE4qXmKzohx4AaABAg,Netral,0.7,"ga menjawab inimah, tetep palsu, pokoknya dipaksa palsu, gimanapun caranya, mau nabi isa turun sekarang buat ngabarin kalo ijazahnya jokowi tuh asli tetep bakalan dianggap palsu",Netral,Negatif,0.7
Ugy2XXcInNN9ZgEJ0n14AaABAg,Netral,0.7,Percuma dibahas dimedia tidak ada penyelesaian kalau berani Rektor UGM maksa Jokowi tunjukkan ijasah selesai baru Asli apa palsu kalau asli Roi Suryo cs di hukum kalau palsu Jokowi cs di hukum kalau bisa hukuman di atas panggung siang malam mau 10 th tetap di panggung di alun alun atau tugu Monas rakyat biar tau semua orang yg bikin gadu negara,Netral,Netral,0.6
UgyiXgtKkK6FLp5v8jN4AaABAg,Netral,0.7,Jokowi cuma memperlambat.waktu,Netral,Positif,0.55
UgzSJUAOKNcIJv7KtqJ4AaABAg,Netral,0.65,Buuuu... Kenapa Lisa menjawab bahwa jokowi bukan alumni UGM,Netral,Netral,0.5
Ugyc3Q2TyS7xE_2i4VR4AaABAg,Netral,0.75,roipanci dan pendikungnya hanya takut gibran naik jadi presiden karna gibran sudah kelihatan  lebih hrbat dari pak jokowi  satu bukti wakfu pidato diluar negri,Netral,Negatif,0.6
UgwQew3EFxWEmb9qqlF4AaABAg,Netral,0.75,Yang komentar. Orang. Sakit. Hati. Kebanyakan. Yang. Ngomong. Poto. Dumatno. Gerombolan. ROI. Panci. Kelas🎉😢😮,Netral,Negatif,0.55
Ugwzqy1nnY_Dha7cXQN4AaABAg,Netral,0.72,Jokowi bukan orang yg sempurna. Tapi tapi sbg presiden karyanya bagus. Jadi kesannya para penuduh ini dapat uang dari…… JANGAN LUPA MATI!,Netral,Negatif,0.6
Ugxzy1fwiQVgt5v5nBV4AaABAg,Netral,0.78,Canel ini termul alias pembela.jokowi,Netral,Netral,0.5
Ugy0TQfGw5QvNral2Nh4AaABAg,Netral,0.78,Jokowi sudah kkn kurupsi kolusi nipotisme,Netral,Positif,0.5
Ugw1SyF4TJWAnxD70hN4AaABAg,Netral,0.78,"Percuma Roy Panci Propokator 
Segera Polisi segera tangkap Roy",Netral,Negatif,0.75
Ugx0rZCLCA4TPqQZcbV4AaABAg,Netral,0.75,"Doa saya simple saja. 

""Ya Allah, hamba mohon buatlah orang-orang yang terlibat didalam ""kasus ijazah JKW"" setiap saat Engkau ""ingatkan"" bahwa KEMATIAN itu sungguh dekat dan Engkau berkuasa untuk mencabut nyawa mereka kapan saja,bahwa kematian itu tidak harus tua dan tidak harus sakit terlebih dahulu. semoga dengan demikian orang-orang menjadi amanah, jujur, dan takut berbuat dosa. Aamiin.",Netral,Netral,0.55
UgxtyKlchyGApGPdmkV4AaABAg,Netral,0.78,Ini Pembela Jokowi Bukan Penaset Kapolri,Netral,Netral,0.5
UgxFAI_yGuvqTMc_PSl4AaABAg,Netral,0.7,Tim Roy cs sudah menawarkan apakah jokowi beranj beli..,Netral,Netral,0.45
Ugx5AnJiVe2jjCWpWkV4AaABAg,Netral,0.75,Argumennya pembela jokowi rasanya bikin emosi.....,Netral,Netral,0.5
UgwoCiK4JXb_LnQP16J4AaABAg,Netral,0.65,Kalau orang selalu bohong walaupun tidak di hina sudah terhina jangan gentar bang roy,Netral,Netral,0.5
UgzeP4UDfSthNvDFQjZ4AaABAg,Netral,0.7,Tidak perlu Gedabus buktikan dipengadilan Roy,Netral,Negatif,0.6
UgxfPElvTC4WWtlXIaB4AaABAg,Netral,0.85,"Saya juga sangat senang melhat mas roy suryo,beliau senyum nya selalu merekah,riang gembira.semoga beliau sehat dan selalu dilindungi yg kuasa aamiin,kami dari kapuas kalimantan tengah nyimak.",Netral,Netral,0.7
UgxNqaJBIPjykV-rLtp4AaABAg,Netral,0.8,Yg bela roy suryo stress... Udah jelas...!!,Netral,Netral,0.5
Ugydfp6rRLtUg0Tv7sZ4AaABAg,Netral,0.75,1 vs 3 bung roy suryo tak gentar 🔥respect bung ❤,Netral,Netral,0.65
UgxaTnJHYhNQ9mOZTml4AaABAg,Netral,0.75,"Salut sama bung roy ini..
Dia sudah ga ada takut sama sekali.",Netral,Netral,0.65
UgxdUcdtEbROl7rb7R54AaABAg,Netral,0.75,"Masyarakat sudah tidak bodoh lagi bro, maju terus mas suryo",Netral,Netral,0.6
UgxwSFDT255zCCgroTd4AaABAg,Netral,0.6,Kepanikan mu Roy suryo rismon tifa kurnia dan gus Nur terlalu mudah di perlihatkan,Netral,Negatif,0.6
Ugw3M8pMGZAAcB8EMIR4AaABAg,Netral,0.7,maju trs mas roy....kami tau anda lelah tp siapa lagi kalo bukan anda.🤲🤲🤲🤲🙏🙏🙏,Netral,Netral,0.6
UgwsOBQn1x5AYkID-sp4AaABAg,Netral,0.75,Penjelasan Roy Suryo sangat ilmiah ❤,Netral,Netral,0.5
UgxB1wouDaw9D3iDcC14AaABAg,Netral,0.7,Terus kan perjuangan mu mas Roi kami rakyat Indonesia siap mendukung mu.,Netral,Netral,0.6
UgxyzwhBd2uKzelTEyh4AaABAg,Netral,0.45,"Percuma  di lawan pak Jokowi, org cerdas apa lg org bermalah jg, ketawa pak Jokowi, Hukum runcing ke bawah",Netral,Positif,0.5
UgxIaigxwT72MHKTx_V4AaABAg,Netral,0.8,ODGJ mas roy,Netral,Negatif,0.65
Ugyr07JlyEtqgCBi9jJ4AaABAg,Netral,0.7,Kalau Izazahnya Asli  di tunjukkan di Pengadilan. SANGSI UNTUK ROY SURYO DAN CS nya di apaan ???... Hukuman apa  ya ???...,Netral,Netral,0.5
Ugyp9JJXV73XOZNVt1d4AaABAg,Netral,0.7,"Kapolrinya masih jaman Jokowi… tp kata Gusdur, “ Masih  ada polisi yang jujur diantaranya p Hoegeng dan polisi tidur .”..😀",Netral,Positif,0.55
Ugy_ZoIs0F6nabRVrel4AaABAg,Netral,0.7,RAKYAT SUDAH CERDAS BROoooo. Mantaaaaap bang Roy Suryo.,Netral,Netral,0.6
Ugz0UMf2GZkhs7KDidZ4AaABAg,Netral,0.75,"Percuma Gedabus 
Roy Panci Keledai",Netral,Negatif,0.6
UgxnGgT8a29Ph2FCyft4AaABAg,Netral,0.6,"😂😂😂 roy roy.

Mengajak org org mengikuti pemikiran nya yg dangkal....",Netral,Negatif,0.6
UgxmapAGez7s7qZ_gM14AaABAg,Netral,0.7,Antek jokowi lucu2 bgtt,Netral,Netral,0.5
UgxbzriN6BjX5ahxmTx4AaABAg,Netral,0.65,Kebenaran akan menemukan jalan nya.. Maju terus roy suryo dkk...,Netral,Netral,0.6
UgyJLo-sU7zhU42Zs1p4AaABAg,Netral,0.75,AURA KETENANGAN DAN MICRO EKSPRESI DAN BAHASA TUBUHNYA ROY SURYO SANGAT BAIK TIDAK ADA KEPANIKKAN ATAU GOYANG DALAM AURA ENERGINYA SAYA BISA RASAKAN. SANGAT MUDAH LANCAR DENGAN LOGIS DAN SANTAI DAN TENANG SERTA BIJAKSANA MENYAMPAIKAN ARGUMENTASI. ❤,Netral,Netral,0.65
Ugzyzd4yOEO7HH0Pmnd4AaABAg,Netral,0.7,"Luar biasa kuasa hukum Roy,luar biasa 👍👍👍👍👍👍👍👍👍",Netral,Netral,0.6
Ugz2YMfrr-5j3f-y8G54AaABAg,Netral,0.7,MAJU TERUS MAS SURYOOO...DAN KAWAN2 REFORMATOR...JANGAN TAKUT LAWAN KOMUNIS GAYA BARU,Netral,Netral,0.55
UgzICqwPZfTUh_5sIDR4AaABAg,Netral,0.65,"Pak Ahmad penjelasanny berfikir secara sehat bersih mantap 
Semg roy cs sllu sehat , terus tegakkan kebenaran wlwpun itu menyakitkn hak katakan hak yg batil katakan batil.",Netral,Netral,0.6
UgzC6ZXRPsb2BYsKA0h4AaABAg,Netral,0.65,"Gasssss trs mas royyyy, saya karendi dari pati dukung mas roy. Intinya yg  gk mau ktahuan korupsi y kelihatan lah",Netral,Positif,0.5
Ugzqo9yt_YOSNe79-2x4AaABAg,Netral,0.7,Bener lawan pak Roy pada konyol,Netral,Netral,0.5
UgxqI6zTPUbX82f_lxp4AaABAg,Netral,0.7,Mantapsss bung roy suryo...gasss terus...,Netral,Netral,0.6
UgxqiXuBSL3lqoHQJch4AaABAg,Netral,0.8,Mantappp pak roy ❤❤❤,Netral,Netral,0.65
Ugz33VW4m3XT_Fs9XXh4AaABAg,Netral,0.75,Mas Suryo on fire 🔥,Netral,Netral,0.6
UgyLMKo3Qt624nI-VgV4AaABAg,Netral,0.8,"Mantab bg suryo
Sehat selalu dan panjang umur",Netral,Netral,0.65
UgzKLA3AZHVvvveMfw54AaABAg,Netral,0.8,Pembela Jokowi ni berapa sih bayarannya?  Ngotot banget bela jokowi😂😂😂,Netral,Netral,0.55
UgwIS0GkWNhYmCtgqFF4AaABAg,Netral,0.75,Saya suka dgn bung Roy brjuang dan mlawan musuh debatnya sllu tenang dan tersenyum.,Netral,Netral,0.6
Ugx-P2ssNODJ0pft9GV4AaABAg,Netral,0.8,"roy suryo mantap ya allah,",Netral,Netral,0.6
UgxsWihXoE4gKn2WubV4AaABAg,Netral,0.7,"Doa baik kami untuk Mas Roy dan kawan2, pejuang kebenaran, AllahuAkbar, Subhanallah, Alhamdulillah",Netral,Netral,0.6
UgwuL9vlbOjvdi20j1B4AaABAg,Netral,0.7,"Pertahankan mentalmu bung roy, tidak sedikit yang mendukungmu",Netral,Netral,0.6
Ugw56efam9ocqOg5-mB4AaABAg,Netral,0.8,Renyah banget ketawanya roy😂,Netral,Netral,0.6
UgyFS1hiJIW6U15Wyzx4AaABAg,Netral,0.75,Ketawanya sangat sengkuni mas roy...😂😂,Netral,Negatif,0.55
UgyI7GMlrFGWftOv88N4AaABAg,Netral,0.7,"Cerdas kali ini  pengacara bang Roy Cs, semoga sehat selalu. Diberi kemudahan dan kelancaran dalam melaksanakan kebaikan.",Netral,Netral,0.6
UgyCswWgYDyu54upxQJ4AaABAg,Netral,0.85,sehat sehat bang roy suryo panjang umur kebaikan,Netral,Netral,0.65
Ugy_QlR1w9PMpjdppyx4AaABAg,Netral,0.85,Mantap mas roy,Netral,Netral,0.65
Ugwytyvhe46fGOF1xzN4AaABAg,Netral,0.55,"Jngan di Terima lah lagi Roy Suryo di Fakultas apapun ,,terutama di UGM ..parah Roy Suryo ini ..gara-gara  nggak  dapat jabat jabatan smasa Pak Jowowi waktu menjabat ..",Netral,Negatif,0.65
UgwgbIiFoOccnmArAhR4AaABAg,Netral,0.85,Semangat bang roy❤,Netral,Netral,0.6
UgwKsTNBG0cVyIoq4154AaABAg,Netral,0.65,roi sendirian termul pada kelojotan..,Netral,Negatif,0.5
UgyqoCBFO0QiqfHM8GB4AaABAg,Netral,0.65,"ariyanto Sutadi hebat, hebatnya banyak bicara. TPI.. sy sebagai rakyat, msih  percaya kpd BPK Roy Suryo.",Netral,Netral,0.5
UgyShjcLrv83EIz7Rzt4AaABAg,Netral,0.8,Gas terus bung roy,Netral,Netral,0.6
UgzQRNUGWN3K5CtvGUp4AaABAg,Netral,0.7,Kereen Bung Roy argumentasinya 👍👍👍 jelas . Terus maju dan semoga selalu dlm lindunganNya,Netral,Netral,0.55
UgzkU4XwqHq9A7m0sTZ4AaABAg,Netral,0.7,Inews netral beda sama kompas yang memihak Jokowi,Netral,Netral,0.5
UgyUjNUadIg1HgIzsWV4AaABAg,Netral,0.7,"Otto tidak berani laporin rismon karena dia tau kemampuan rismon ,saat kasus Vina jesicA😂

Pasti ketar ketir Otto rismon mampu mengimbangi labcrim mabes polri,😅",Netral,Positif,0.55
UgwbNH_XOoE2VZaAsW94AaABAg,Netral,0.82,Semanggat mas suryo dan bela kebenaran,Netral,Netral,0.6
UgyOBe6JEs_ZARVinzJ4AaABAg,Netral,0.8,Detai banget bang roy lanjutkan demi kebenaran,Netral,Netral,0.6
UgykB4zxKVAmAMPpy3x4AaABAg,Netral,0.85,"Terlepas pak Jokowi salah atau enggak, sikap suami Jesica Mila ini keren, tenang dan santai,.",Netral,Netral,0.6
UgxtIFEhNgK4ZGMH4Md4AaABAg,Netral,0.78,Yg waras pasti dukung bang Roy cs,Netral,Netral,0.5
Ugyir7Y51c24gjLUQr54AaABAg,Netral,0.75,"Mas Roy Suryo mantab
  Hebat.. penjelasan masuk akal..apa ad ny

  Yaqub lebih kpda mmksa membnarkn apa yg sangat aneh",Netral,Positif,0.55
UgzCCW0j10HoP4iulHV4AaABAg,Netral,0.85,Mantap bg roy,Netral,Netral,0.65
UgxRpKSBhOEPxs5alpF4AaABAg,Netral,0.78,Wkwkw Yaqub mau nyerang bung Roy malah di permalukan,Netral,Positif,0.5
Ugxz1QokEPzC-w0xzR94AaABAg,Netral,0.8,Bung Roy kami rakyat beserta anda !!!!!! Dan anda yakin kebenaran pasti akan terwujud   bung. Roy...rakyat dibelakang bersama anda....!!!!!!!!,Netral,Netral,0.6
Ugwvy1guZElH4JUQQuN4AaABAg,Netral,0.78,Roy Suryo dkk sehat dan semangat terus ya....LAWAN KEDZOLIMAN DAN KEBOHONGAN TANPA LELAH,Netral,Netral,0.5
UgyC3Jw6zlEk968Ey-V4AaABAg,Netral,0.8,"terlepas benar atau tidaknya mas suryo itu bisa diselidiki,,,satu hal yang pasti dengan waktu, finansial, pengrorbanan, bentuk kesayangannya untuk negara kita, untuk kita semua warga ri, kampus ugm dan lain sebagainya. saya bangga punya anak bangsa seperti mas suryo yang jenius. sehat selalu mas suryo. semoga allah swt memudahkan segalanya dan ridho dengan segala apa yg harus terjadi. trmksh",Netral,Netral,0.6
UgzMZj8e10-S4v_NWxR4AaABAg,Netral,0.7,"secara argumen memang bung roy lebih logis.
tp apakah bung roy menghitung kalkulasi kekuatan Jokowi secara politis dan kekuasaan yg masih diback up pak Prabowo, polisi dan hakim msh dlm kendali pak Prabowo.
semoga kebenaran yg akan menang.",Netral,Netral,0.5
Ugw2MCpYALT5rzwK5VN4AaABAg,Netral,0.85,Hebat roy suryo😊,Netral,Netral,0.6
Ugw8kObY5Jq9dUirpU54AaABAg,Netral,0.8,Mas Roy dan kawan2 pantang mundur  gempor musuh nya demi kejujuran dankadilan,Netral,Netral,0.6
UgzwNGwGuz8rSfYZe4V4AaABAg,Netral,0.75,"Roy itu urusan duniawi, kalau ingin keadilan yg sesungguhnya ya pengadilan akhirat",Netral,Netral,0.55
UgwjTibC94D3EsGXOgp4AaABAg,Netral,0.8,"Alhamdulillaah, rakyat dg tulus panjatkn doa2 tbaik utk bang Suryo Cs dan ustadz Khozi yg berani, tegas....smg Allaah meng ijabah doa2 org pdukung kalian...sehat panjang umur utk abang2ku....",Netral,Netral,0.6
Ugy1nnFB7XE3Vro4lrF4AaABAg,Netral,0.78,"Pk Roy suryo memang cerdas gak kaleng""pintarnya salut sm pk Roy itu orang yg lulus UGM asli makanya cerdas sy setuju sm pk Roy sehat  terus pk Roy",Netral,Positif,0.55
Ugz_PCASaLSnEe6vgkF4AaABAg,Netral,0.8,"Saya salut dgn pengacara pak Roy , tegas , pemberani , jujur is the best 👍👍 smg kebenaran mencari jalan nya sendiri",Netral,Netral,0.6
Ugzp0ISTtWEIQU9jNHN4AaABAg,Netral,0.82,Roy Suryoooo ✊✊✊✊✊👏👏👏,Netral,Netral,0.6
UgxrL0BZEkRDsrE_h-V4AaABAg,Netral,0.72,Mudah2an senyum  se senyum2nya mas suryo jamgan sampai di hari esok  ada tangis dan penyesalan ..,Netral,Negatif,0.5
Ugy2lrX2Bhg8NzGcSit4AaABAg,Netral,0.82,Bravo Bang Roy💪,Netral,Netral,0.6
Ugx4C2r-HGriOCa4zSd4AaABAg,Netral,0.82,"Semoga Tuhan selalu melindungi Pak Roy Dkk... 🤲🤲 sehat selalu buat para² pembuka kebenaran, kejujuran.. semoga selalu dalam lindungan Tuhan YME🤲🤲",Netral,Netral,0.6
UgwxPWfwTOtc4bupWMJ4AaABAg,Netral,0.6,Ini kompor ekonomi indonesia .. bapak jokowi bisa membagi bantuan,Netral,Netral,0.55
UgxVOdj6xog0BcKXG3N4AaABAg,Netral,0.78,"Pak roy sangat amat tenang dan ter arah pada saat berbicara, saya yakin dia punya banyak bukti yg kuat untuk menghadapi ini,",Netral,Netral,0.5
