comment_id,llm_label,confidence
UgxgpYDBcGWz94QPrpp4AaABAg,Positif,0.8
Ugz7VZs7m1klucPSCRB4AaABAg,Negatif,0.65
Ugx3cUwKIR1ToM99WZN4AaABAg,Netral,0.45
UgyLyfi8BEIRzL_e1Ed4AaABAg,Positif,0.7
UgwEirRw4VTtHxxVBRl4AaABAg,Negatif,0.6
UgwqWLlnMv27xM6-LMN4AaABAg,Netral,0.55
UgyGi02APHaPmSST9it4AaABAg,Positif,0.85
UgwYoyyLVgXqPKKJmnh4AaABAg,Negatif,0.65
Ugx8qr11JCEWeRBQ4Np4AaABAg,Netral,0.6
UgzMD4Lh-YK4M53ZMiR4AaABAg,Positif,0.85
Ugxe9QIuUjSM--vQLK54AaABAg,Negatif,0.5
Ugyo0KSFjYFN_8HF3Xt4AaABAg,Netral,0.6
UgyfsHfmLTffYO2PrUZ4AaABAg,Positif,0.9
UgytAHY_vUxXNM2aks54AaABAg,Negatif,0.5
Ugz1MNu5R4onP7Uy3Cl4AaABAg,Netral,0.5
Ugy0V1L1cJEsH5dcuMZ4AaABAg,Positif,0.6
Ugy561_XQQTZRjlbzgN4AaABAg,Negatif,0.6
UgyxXzS0sgljrs5Mr-h4AaABAg,Netral,0.65
UgyMEyW7CA0lSAL7gyB4AaABAg,Positif,0.7
UgyUF3OxXRk4j8We07N4AaABAg,Negatif,0.6
Ugy6VYaU57wLDh6erEx4AaABAg,Netral,0.5
Ugx_-v1XqNbX5VOryEl4AaABAg,Positif,0.6
Ugx576I7JQDH_7bD5AJ4AaABAg,Negatif,0.55
UgwpU6K1U-fERhcuGeR4AaABAg,Netral,0.5
UgxHi7yIw2URRkHxgWJ4AaABAg,Positif,0.6
UgzJ18Menatga0IZOvx4AaABAg,Negatif,0.6
UgwmH7gCttOD2v3KGXd4AaABAg,Netral,0.45
UgxFl0Sqpd39UqwvaW14AaABAg,Positif,0.7
UgxvX7LT222zWeJXfZ14AaABAg,Negatif,0.7
UgwHCJBm-j_yWg0NrrN4AaABAg,Netral,0.5
UgyQN3_lMzRDlAImFzZ4AaABAg,Positif,0.6
Ugwhy1Bw2OIqxcfweCp4AaABAg,Negatif,0.7
UgyyswPTjGUFrXre5xt4AaABAg,Netral,0.45
Ugya-0sO_cd7fSjKmI14AaABAg,Positif,0.5
UgzzAm-GmC1EnEazSpB4AaABAg,Negatif,0.6
UgztH2khopUEbvegV4h4AaABAg,Netral,0.6
Ugy28D972iTiRqxJzox4AaABAg,Positif,0.55
UgzbjK4yssMqlOfJdSN4AaABAg,Negatif,0.85
UgwFxfSwrfSKPivFUJ94AaABAg,Netral,0.5
UgwjjGL7gmi_GRA_VLF4AaABAg,Positif,0.75
UgxBXu6N2Hc7Ja99PK14AaABAg,Negatif,0.8
UgzZqGAgikHdkK3xzrN4AaABAg,Netral,0.8
UgzJ8QwDq7DOSFW1Hop4AaABAg,Positif,0.65
Ugx21Co5Bq4qggNnFRt4AaABAg,Negatif,0.9
UgwJvwo55EpoF0_5s4l4AaABAg,Netral,0.45
Ugy1nnFB7XE3Vro4lrF4AaABAg,Positif,0.9
UgzzQaf-i_K8qMCYtvV4AaABAg,Negatif,0.8
UgwVkRY9K674YDre1YN4AaABAg,Netral,0.65
UgxDJQ78-gNEZVAiCS14AaABAg,Positif,0.75
Ugw53Sp44iMtmR0G2Wt4AaABAg,Negatif,0.7
UgyhkPJlzUcdPxiGczV4AaABAg,Netral,0.45
UgzJhjGhPFyTw-zFjtp4AaABAg,Positif,0.65
UgzQFa5378EkgiMmW-l4AaABAg,Negatif,0.7
UgyI60DO7seuAHShS5x4AaABAg,Netral,0.6
Ugx0lY7VcE02Y6EcAVN4AaABAg,Positif,0.6
UgyHcW7vq2Bq94GxR7N4AaABAg,Negatif,0.85
UgyC8l5yQZRgzYgrwvd4AaABAg,Netral,0.45
Ugzz7tpXF2qMmZs0p1x4AaABAg,Positif,0.9
Ugy5nJ1bWTWufMCXYlF4AaABAg,Negatif,0.8
UgwicmHvdiAau89mZJp4AaABAg,Netral,0.45
Ugx-W1ehKd9LIs2MBU54AaABAg,Positif,0.75
UgwoF0iUJsBg1O49MGd4AaABAg,Negatif,0.85
UgxTPiftDXkwqDcZVjF4AaABAg,Netral,0.45
Ugw9K8nOTumHo7icWQh4AaABAg,Positif,0.85
UgxhYWuuutZfpP9ZYaN4AaABAg,Negatif,0.7
Ugxh9PdbWOPYlchckeh4AaABAg,Netral,0.6
UgxZObV2gIb_gcFQkc54AaABAg,Positif,0.6
UgyaFnztcM4Uo_IpayV4AaABAg,Negatif,0.8
UgyOP8ab8By2CiplZcR4AaABAg,Netral,0.6
UgxQBbVc4-4eY8UvAqB4AaABAg,Positif,0.7
Ugy3il8L5m8R_K4lwe14AaABAg,Negatif,0.75
Ugwn0MgRsyZHLKHi3zh4AaABAg,Netral,0.5
UgzPuKCJ1MTsrdeUwOJ4AaABAg,Positif,0.55
UgwMcBElDtoVKtLKPc54AaABAg,Negatif,0.75
UgwlTwtcLZF6_AfClL14AaABAg,Netral,0.5
UgxYyaQ0XOHO9E-WZ5x4AaABAg,Positif,0.6
UgyjDLQRRKorL4zJ5TV4AaABAg,Negatif,0.6
UgzhJIv0HYMuY0uLWY94AaABAg,Netral,0.55
UgzPKEuloCK7KVlIjwx4AaABAg,Positif,0.7
Ugw3wRg0rKwfEHe_IOx4AaABAg,Negatif,0.6
UgxdRracD60ldXIbWkp4AaABAg,Netral,0.5
UgwUqL4zWyax3yUeFdF4AaABAg,Positif,0.8
Ugwh8ujoejpfb5f9Te54AaABAg,Negatif,0.6
UgzboH1UH2cewnBDqVh4AaABAg,Netral,0.6
Ugwo_UC5esudmrTWv3h4AaABAg,Positif,0.55
UgwTEQuUYa1pxPvfCI94AaABAg,Negatif,0.6
Ugwi_eSVE4MAmhlsowZ4AaABAg,Netral,0.45
UgzwUTJElnumvl7SzH94AaABAg,Positif,0.7
UgxxRQW44gZ82iD811h4AaABAg,Negatif,0.6
UgwaZjQzRD7seHscZ5B4AaABAg,Netral,0.6
Ugw2tDqSrsBzyU7pWFV4AaABAg,Positif,0.8
UgzepXL1gIDh0wc4VId4AaABAg,Negatif,0.6
Ugxwr95BYD7kgQmvJsN4AaABAg,Netral,0.6
Ugzb0uNb-CqPo9riNkt4AaABAg,Positif,0.6
UgyBgLBb_vEg2ox0co94AaABAg,Negatif,0.75
UgzUqVw78CnXdQqIKyt4AaABAg,Netral,0.8
UgwWCzVVc6CjuCCUejR4AaABAg,Positif,0.6
Ugxab0C7DDmSA-Avf714AaABAg,Negatif,0.6
UgwMVZE-mlAzW99jzvd4AaABAg,Netral,0.55
Ugzeiui5G1_R9tgPpWp4AaABAg,Positif,0.75
UgwQzsGKwjJ2YJYAbiN4AaABAg,Negatif,0.65
UgznqEiTpxanvYApuCF4AaABAg,Netral,0.65
UgzGpxRygyxbwB2ktax4AaABAg,Positif,0.6
UgwKVPy-5PpPb6IR5Zp4AaABAg,Negatif,0.75
UgwWM5Zzm9GtLAyhuY14AaABAg,Netral,0.65
Ugzp1K4JT5IeuosV-l14AaABAg,Positif,0.65
UgxgrXLXCGBNO3O2YCp4AaABAg,Negatif,0.7
UgyvP4wGwtH_CnySGDF4AaABAg,Netral,0.7
Ugw0i1aTI3tA8FNbinV4AaABAg,Positif,0.6
UgzxUvtPKHsYYkuQ7jZ4AaABAg,Negatif,0.5
UgycO6POND8ykE7cJ-14AaABAg,Netral,0.5
UgyGgmOjPhz9zvu2XA54AaABAg,Positif,0.65
UgzeR4eoryrR26LMiLl4AaABAg,Negatif,0.5
UgwaDnUX2X7WZV2n04p4AaABAg,Netral,0.6
UgyMj5Wv5CtcG1l6TzF4AaABAg,Positif,0.8
UgwEfNBgHXvv2u1VTzF4AaABAg,Negatif,0.85
UgzlZ-LI_NkdEGoBJsJ4AaABAg,Netral,0.5
UgyA08NfYkEo4OEc7pZ4AaABAg,Positif,0.55
UgwTa_Fl0X0H9pBiWK54AaABAg,Negatif,0.85
UgyQMKXC_oiMGkPZoBd4AaABAg,Netral,0.55
UgzvW6-3qVuHrX2JcqB4AaABAg,Positif,0.65
Ugwb7BpJa22o758F9gd4AaABAg,Negatif,0.7
Ugx2_vf9WxFROaNAU-h4AaABAg,Netral,0.6
UgyfGth8UfWlzTJ3lPt4AaABAg,Positif,0.65
UgzhH56NDpIaKzFZQmt4AaABAg,Negatif,0.75
UgyMu2LIPzHZ6ZVOMYd4AaABAg,Netral,0.5
UgzaH8oiM3_OqtmTOst4AaABAg,Positif,0.7
UgyKfBm9HLOIPLjuSxp4AaABAg,Negatif,0.65
UgzVySTpn_PSSRm1WDZ4AaABAg,Netral,0.65
Ugx7E42ofvKUNHl6gLx4AaABAg,Positif,0.92
UgzQL7G-jrblIVoDtlN4AaABAg,Negatif,0.7
UgwR3VPEhJUkuiW2fL94AaABAg,Netral,0.55
Ugyufni_4NmN0DTfAVN4AaABAg,Positif,0.6
UgyxPTN1QrwhWHhpIZZ4AaABAg,Negatif,0.6
UgyLyb__7ghPitBriiJ4AaABAg,Netral,0.55
UgxmNSbiKOt7krN0xLR4AaABAg,Positif,0.6
Ugw0mYMIEZwTjYgS_jJ4AaABAg,Negatif,0.82
UgzM7Z8D139n_2pNYLF4AaABAg,Netral,0.5
Ugz5uUnhnmZe23hLqjF4AaABAg,Positif,0.55
Ugyyfv46XlojjF9x6w54AaABAg,Negatif,0.6
Ugy9jgKXb3c62x1_x_V4AaABAg,Netral,0.5
UgzB9GmcnuedQW6xxSd4AaABAg,Positif,0.7
UgzF8_-sFuVPxtS7fxF4AaABAg,Negatif,0.6
UgxeQvThPwuuM6BboZl4AaABAg,Netral,0.6
Ugz_5QhC8tPAwUOvmQ94AaABAg,Positif,0.78
UgwkrSBcVN2uVGvvCkl4AaABAg,Negatif,0.55
UgxX8O6UDC_B3lMT7yF4AaABAg,Netral,0.6
UgyTplergknRFNmk1jZ4AaABAg,Positif,0.85
Ugx4Ovkpn6Wp-f6KCPF4AaABAg,Negatif,0.85
UgwRA4UAo3wHrxrD9814AaABAg,Netral,0.55
Ugx9ikePNpRsnJ9QiWl4AaABAg,Positif,0.85
UgxviAEXRwiLW7IdyXV4AaABAg,Negatif,0.85
UgzUevDwHJaYgWIx4kl4AaABAg,Netral,0.55
Ugx4o38ZOp62hqRVcLF4AaABAg,Positif,0.6
UgzaoFCpKhrfaRhYOTl4AaABAg,Negatif,0.6
Ugzi_Db58PYR2vQb31l4AaABAg,Netral,0.55
Ugw6McPoVhrFt1ijyUN4AaABAg,Positif,0.7
UgwiSuDz607dEHgWb-p4AaABAg,Negatif,0.85
Ugx8OM4XX0OiiHxmML14AaABAg,Netral,0.4
UgyaFKdTf-0M4HZqYtB4AaABAg,Positif,0.85
UgyzhSD5KuD-4eP3Ygh4AaABAg,Negatif,0.55
UgwZGxHH74VUVEszryJ4AaABAg,Netral,0.4
Ugw7iSYMHvCy6vLcAp94AaABAg,Positif,0.7
Ugway_DLaa74TJlsdgN4AaABAg,Negatif,0.6
Ugx_fDFrTiAN2EhK_JF4AaABAg,Netral,0.4
Ugz53E4z4f0cibA74a14AaABAg,Positif,0.95
UgzZr_aVJ3D-GW60Rgp4AaABAg,Negatif,0.6
UgzdEOMJYb0QcvZbNxZ4AaABAg,Netral,0.5
UgzXgDkeHxJ6ssi_2Ix4AaABAg,Positif,0.7
Ugw-j5CfYKFoRJI_ExF4AaABAg,Negatif,0.65
UgwOcbwH0rRGuqHcCOB4AaABAg,Netral,0.45
UgxIRE4cBhTo52M0ZxR4AaABAg,Positif,0.6
UgzmJcpowL2vbwMKcFp4AaABAg,Negatif,0.85
UgwRI39Zn-OZdRcl4fR4AaABAg,Netral,0.55
Ugw_Qv05NiQPjfEn39F4AaABAg,Positif,0.7
UgwTyDk2hHXfCPpuNFp4AaABAg,Negatif,0.6
UgyzQsjVKnoBYuMrSal4AaABAg,Netral,0.7
UgyHd9bKmIo2pY8tt9l4AaABAg,Positif,0.5
UgxT4_Ttf8I8Whd4J0x4AaABAg,Negatif,0.7
Ugyi1oUDB8hVFV1y9Dp4AaABAg,Netral,0.5
UgwkKs6THiogcQ4bCJh4AaABAg,Positif,0.7
UgwZsvzkyis7yL0LepN4AaABAg,Negatif,0.6
Ugzxif-asZOvGO-WXhV4AaABAg,Netral,0.55
UgzptUmEOXBzLXLxl7x4AaABAg,Positif,0.55
UgytsqDpn_dlwAh8Dw54AaABAg,Negatif,0.55
Ugy2204XZ9gXUj0-fcV4AaABAg,Netral,0.55
UgwiLJq7hlvGTFGPqYJ4AaABAg,Positif,0.8
Ugx0YrqpwFhi8souRPB4AaABAg,Negatif,0.7
UgwvvNgxxbFiFEEnlSt4AaABAg,Netral,0.55
Ugx6WQ37-BIUecGShu54AaABAg,Positif,0.6
Ugzondsdynl19rkyhhV4AaABAg,Negatif,0.65
UgybEznlrloFmFYL0e94AaABAg,Netral,0.45
UgyPkHG5SllTAZllFjB4AaABAg,Positif,0.65
UgxxZNSpceULqyY3brl4AaABAg,Negatif,0.85
UgyNMa5SIUVLIQNncrJ4AaABAg,Netral,0.45
UgygJuFlb0PTknwl58J4AaABAg,Positif,0.7
Ugyu3WDP5vYnHXHxk7N4AaABAg,Negatif,0.65
UgzBJrsXGapr03BIZq54AaABAg,Netral,0.5
Ugzmh-I8nt-i-zoW1xp4AaABAg,Positif,0.75
Ugw6AS0OZlIRCEHZ9K54AaABAg,Negatif,0.8
Ugz7GKgrnrljlU8kncJ4AaABAg,Netral,0.45
Ugw_4bKDJ-6CPvnndlB4AaABAg,Positif,0.9
Ugyj7baaCd7Axy8phEl4AaABAg,Negatif,0.8
UgyaJoTlng8nElEEC9F4AaABAg,Netral,0.6
Ugz9HgYaXjUpngzGCn54AaABAg,Positif,0.85
UgyU9rM_lorlzrdeXfh4AaABAg,Negatif,0.85
UgxURld7Venq3ASmPEN4AaABAg,Netral,0.4
Ugxwv2PnNJTPRUN1I8x4AaABAg,Positif,0.6
UgwlnJt-Cx-3FbCAVtN4AaABAg,Negatif,0.6
Ugx362hqmxis85DzTvJ4AaABAg,Netral,0.7
UgxgGw4tr5hjKQGbuOV4AaABAg,Positif,0.6
Ugz10T6xcy6bBVBrLLZ4AaABAg,Negatif,0.55
Ugxh5h1kvi_Ej-Tr54l4AaABAg,Netral,0.5
UgxSlEyQPTZ5UkSZUBh4AaABAg,Positif,0.65
UgzqlPmh3U01Df-5o9F4AaABAg,Negatif,0.75
UgzdGVTQGYvGr8In6uB4AaABAg,Netral,0.4
UgyecLuz8YucJwpGuJF4AaABAg,Positif,0.9
UgzCslc6uoA8eDjdhf14AaABAg,Negatif,0.7
UgwZHJw7t0HsV3NAAZd4AaABAg,Netral,0.45
UgzspS5Z1-QiyEYSYYt4AaABAg,Positif,0.85
UgwqD94RzuVxTJa08r14AaABAg,Negatif,0.55
UgxCjZouFb-y9SvSBqV4AaABAg,Netral,0.45
UgxfoUC5skOlmAQdjrl4AaABAg,Positif,0.7
UgwoZ0Qo3UNHesOI3rp4AaABAg,Negatif,0.5
Ugwndvm9fT0obD_AVKN4AaABAg,Netral,0.4
Ugw1e2HpPLndVtCzxhF4AaABAg,Positif,0.7
UgwfY1FZkXGvlMx0AVR4AaABAg,Negatif,0.75
UgzNTV8hf-ONKsFO3sV4AaABAg,Netral,0.4
UgwzV8UOvWok0tCAcG14AaABAg,Positif,0.95
UgzQa1W0vYeRXWoaV4B4AaABAg,Negatif,0.7
UgzapPk-TJHayH7koqR4AaABAg,Netral,0.5
UgxnOwkVSWt7MrrDMOh4AaABAg,Positif,0.6
UgxWlsXDj34p2vj0M5V4AaABAg,Negatif,0.7
UgxfSHq_j9hBGFpUDUV4AaABAg,Netral,0.6
Ugystru9aCjKJy6UXJl4AaABAg,Positif,0.9
UgwK4fU64Kh43Eh2HBx4AaABAg,Negatif,0.6
UgzywjyvIP9CHNFt6at4AaABAg,Netral,0.45
UgwzhvZiK-OPGYWAEFF4AaABAg,Positif,0.7
UgwgIVduLoTQdsmDRyl4AaABAg,Negatif,0.65
UgzEoEbC17xeAxpZRAp4AaABAg,Netral,0.5
UgyyvPVpzNXIL3JL9gR4AaABAg,Positif,0.8
UgzhVMmt1GJz6c4aGyZ4AaABAg,Negatif,0.55
Ugyp9JJXV73XOZNVt1d4AaABAg,Netral,0.5
UgwQT4z5YP_2ic0rIQp4AaABAg,Positif,0.55
Ugy3Ecmtd1hoLuBipjx4AaABAg,Negatif,0.75
UgwE7wuQ1lot6SYEg_p4AaABAg,Netral,0.5
UgxtjBTAxsRa7JxQz8h4AaABAg,Positif,0.8
Ugzg0jARknTfoH6CGRR4AaABAg,Negatif,0.7
Ugyxij1PmNhqFOB9dcZ4AaABAg,Netral,0.6
UgyRzQlMlTSSoh2X0hR4AaABAg,Positif,0.7
UgxpWFJGuRkmiT6rsah4AaABAg,Negatif,0.55
UgwBv5nhiwJOpOLY6s14AaABAg,Netral,0.4
Ugxsnr7WT0MSDrEYua14AaABAg,Positif,0.7
UgxBmKfrmhZtVofWhjJ4AaABAg,Negatif,0.6
UgwwzeIOv0Y4QrEMyqZ4AaABAg,Netral,0.55
UgzAQIFKBmAJu5V0UTB4AaABAg,Positif,0.8
UgxCRPHGu0H8LbfNo394AaABAg,Negatif,0.5
UgzypkV1a0OOush7QLV4AaABAg,Netral,0.5
Ugz3EAGhP3LrTRAAP2h4AaABAg,Positif,0.6
Ugz0a-tbvUcieK1PW_Z4AaABAg,Negatif,0.7
UgyLEGl8_MS4mqkCNYd4AaABAg,Netral,0.55
UgzbNowRWvYrB8yYYJ54AaABAg,Positif,0.8
UgyKOM3silYzMrTQ3RZ4AaABAg,Negatif,0.7
Ugzer5-R_iCW9r2z-D54AaABAg,Netral,0.5
UgyIxcir0FY96-nAiOJ4AaABAg,Positif,0.65
UgxzQMRmFPbLfQycbHV4AaABAg,Negatif,0.4
Ugwn2_yk-RRuDlI9OF94AaABAg,Netral,0.5
UgwCq6h3A0Xz7NYXuFp4AaABAg,Positif,0.8
UgxHpmG6sQfHpwMo3A94AaABAg,Negatif,0.6
UgwQnLcUfoLEPVJ6tuV4AaABAg,Netral,0.5
UgyFb6Egt0_OzwAIJNB4AaABAg,Positif,0.8
Ugzms3jZdBFfiwEFP854AaABAg,Negatif,0.6
UgwcwgjTYwQAzd09R954AaABAg,Netral,0.5
UgyPR6kp_yFfqPxMF_N4AaABAg,Positif,0.75
UgzFewttK76YhmPd_zR4AaABAg,Negatif,0.7
UgyWC9yvPTaeQrnW3bN4AaABAg,Netral,0.45
Ugw6PmIdKZcHdo8BEI54AaABAg,Positif,0.65
UgxMIQ3C5l3ltkbQYhR4AaABAg,Negatif,0.6
UgxahdnoywHMlknhw994AaABAg,Netral,0.5
Ugx5IN3r4THjwG7sPyd4AaABAg,Positif,0.7
UgwOmxdCf1UJSmefBIh4AaABAg,Negatif,0.7
UgxFh3zvs-AXPcZpy_p4AaABAg,Netral,0.5
Ugz3oXMZF7EdQriETTF4AaABAg,Positif,0.65
UgxKH0Kinc9bRtA5AzB4AaABAg,Negatif,0.7
UgyHvELiTyIF_3eAARh4AaABAg,Netral,0.45
UgzSF0ohtv32qJZqf7N4AaABAg,Positif,0.7
UgwLuLGECq6C1uDvX6Z4AaABAg,Negatif,0.6
UgwBQuFey3tIWuu5I5V4AaABAg,Netral,0.6
UgwxVVGOcMR0FvZ-MKZ4AaABAg,Positif,0.7
UgyzzOuOHyl3RhxuGdZ4AaABAg,Negatif,0.6
UgwKyDqsknSpYQkr_wh4AaABAg,Netral,0.45
UgwBVQm9U7TL-MAWCn14AaABAg,Positif,0.65
UgyEt7EIn5RJOt0Aqa14AaABAg,Negatif,0.7
UgxxC_T_uO5qTikz-PN4AaABAg,Netral,0.55
Ugyg-SnvFjGl3O-dLtl4AaABAg,Positif,0.65
Ugzv6RK9PwkEHbxBUmJ4AaABAg,Negatif,0.45
UgysW1qKh3aMW-67FPB4AaABAg,Netral,0.55
UgyVHt_eVVppxpJWhf94AaABAg,Positif,0.75
UgzeQbLYGz23d6jnpzl4AaABAg,Negatif,0.65
Ugx1aXex0FiQmLeXE6N4AaABAg,Netral,0.4
Ugwl0OqzZpTHK5I1OuV4AaABAg,Positif,0.6
Ugy-q-IV_5K9J3KFP0x4AaABAg,Negatif,0.6
UgxqRDRu_AmkFNr2y-V4AaABAg,Netral,0.5
UgxXVHJaUiKmVzeAeCB4AaABAg,Positif,0.65
UgznK1W8H6j6h7YjRud4AaABAg,Negatif,0.7
UgxCRRyPDk1cJQ8oLAh4AaABAg,Netral,0.45
UgwMz4aRP5fk5cYICTd4AaABAg,Positif,0.55
UgyELFJoiTYgk92F1294AaABAg,Negatif,0.85
UgzI-WtHocT0zMR-UFF4AaABAg,Netral,0.4
UgzlmuiPzbigDTJX0Ux4AaABAg,Positif,0.85
UgxfvWaWgtHndXzQIsN4AaABAg,Negatif,0.85
UgyYuP6IM5PKjJWH9Ol4AaABAg,Netral,0.55
Ugwvr1fgb6QunmyapXh4AaABAg,Positif,0.6
UgwUt1Hgh7Z-exlwrXt4AaABAg,Negatif,0.7
Ugxsz4_m34CIW-e9o5R4AaABAg,Netral,0.45
UgwlzVeqloAFzA7e8FJ4AaABAg,Positif,0.7
UgzStNzTc21vwhua2i14AaABAg,Negatif,0.6
Ugw3FvA3x5xaB_7aAPh4AaABAg,Netral,0.6
UgwK5N3wHwAw_Tk9XQZ4AaABAg,Positif,0.7
Ugxouxsn4ORSWqSOYMJ4AaABAg,Negatif,0.6
UgzqDDeRc-nTDiZe_Ut4AaABAg,Netral,0.5
UgzW9cXdsUEE_ZcC0qB4AaABAg,Positif,0.7
UgzQucyE-9Y0NPUHr6Z4AaABAg,Negatif,0.65
UgzWCbGkMfsB0cOzdmB4AaABAg,Netral,0.4
UgxuDlAslLPL21arwip4AaABAg,Positif,0.65
UgwVSRG-V5C-BAUO6hp4AaABAg,Negatif,0.85
UgyGfrxAplaydMu0XYl4AaABAg,Netral,0.6
Ugy3rqJGYPXn7CRtNqB4AaABAg,Positif,0.6
UgyvNo1engV_dRyQitV4AaABAg,Negatif,0.85
Ugzh4nKCAeaMSWDhdCd4AaABAg,Netral,0.5
