comment_id,llm_label,model_pred,margin,confidence,text
UgygOdrPCMoH-C_dpYp4AaABAg,Negatif,Negatif,2.342,0.75,"Kan kata roy suryo klo mau melaporkan harus jokowi sendiri
Skrng udh di laporkan
Bilang kriminalisasi"
Ugx4Ovkpn6Wp-f6KCPF4AaABAg,Negatif,Negatif,2.3336,0.75,Ini yg tidak adil.. bw nama rakyat padahal Roy Suryo pribadi cari masa pembenci Jokowi...siapapun pembenci Jokowi 17 persen mengatakan palsu apakah ini adil sedangkan pak Jokowi sudah tidak lagi menjabat.. mana yg dukung pak Jokowi.. ga ada tuh apakah pak Jokowi bicara sebrutal mereka.. ga tuh..b
UgwiqTa0t52-munE5A54AaABAg,Negatif,Negatif,2.3061,0.75,"Uji diMK pasti akan ditolak jelas sudah menghina kehormatan orang lain,TIRORIS dengan sengaja merendahkan martabat,mencemarkan nama baik seharus dihukum seberat beratnya agar tidak terulang kembali yang lainnya sebagai pelajaran."
Ugz1ehBBsr4w2WzB4IB4AaABAg,Negatif,Negatif,2.3017,0.75,"Bpk itu pintar apa bodoh ya,? TIRORIS itu di jadikan  tersangka bukan masalah ijazah Palsu, tetapi TIRORIS itu menyebar Fitnah dan bikin gaduh di muka umum. Jadi Bpk itu sebagai pengacara harus lebih paham.!. Trims"
Ugw6DIDSJDNenEY3bP54AaABAg,Negatif,Negatif,2.2872,0.75,Sudah di  tunjukkan juga tidak percaya mereka sebenarnya yg bikin gaduh dan di boncengin setan besar
Ugy47SNoEY37zex1oNp4AaABAg,Negatif,Negatif,2.2835,0.75,KELEDUNG adalah orang orang yang terprovokasi tercemar Roy cs. Tidak percaya dengan kebenaran.
UgxlFCaJr61KKHSyDKd4AaABAg,Negatif,Negatif,2.275,0.75,"Buat tim pak Jokowi kasus ini harus di lanjut supaya kami rakyat kecil mengetahui siapa  yang benar ,soalnya ini pencemaran nama baik bapak presiden supaya gak terulang kembali Ok"
UgwIfav6SXgexb7mkCp4AaABAg,Negatif,Negatif,2.2654,0.75,"Unsur kebencian, di tunjuk kan pun, tetep gak yakin karna ya itu tadi kebencian yang over"
Ugz1sB8GPSziZM18f014AaABAg,Negatif,Negatif,2.2479,0.75,"Akusbg msyarkt biasa,ini kena klompok tiiroris omongannya sudah keterlaluan PD pak Jokowi,coba dari awal ngmng baik baik,ini ngmng udah  ngancam,ingat ga ada kata kata ganteng Jokowi,"
Ugwqk-HAS8QkE-_Whxl4AaABAg,Negatif,Netral,2.2279,0.75,Bu Diana pancen Mantaaap n josss top markotop si Roy glagapan dibilangin korupsi panci  wadau malu banget maaaas sudah ga ada harga diri nya dong
UgyMj1xQDT6pyBOTeyp4AaABAg,Negatif,Negatif,2.1891,0.75,Lagipun apa gunanya menuduh ijazah orang palsu dan memfitnah yang lain lain apa gak faham bahwa itu prilaku yang sangat sangat busuk dan buruk  prilaku seperti itu hanya akan dilakukan oleh manusia yang busuk dan buruk kalau manusia yang baik gak akan melakukan prilaku itu
UgxnkiqAwo7yZtG0uBN4AaABAg,Negatif,Negatif,2.1851,0.75,Sebenarnya spa maksud dan tujuan Roy cs menuduh ijazah pak jokowi palsu saya selaku masyrakat yg tdk tahu masalah hukum ingin bertanya apakah tidak ada hukuman kepada yg membela kejahatan   sehingga para pembela kejahatan dgn mudahnya memutar balikan pakta yg salah dibenarkan dan yg benar disalahkan.
Ugz35rupsh4yuyUPoux4AaABAg,Negatif,Negatif,2.1742,0.75,"Teruus Ttp Berkelanjutan .. Nama  nya Orang  Tujuanya  Bikin Gaduh.. Karena Pesanan  ttp aja tdk akan Percaya.. Sdh di Tunjukin. Ttp aja tdk Percaya 
Satu satu Nya  Grombolan orang Sakit Hati harus di Jebloson  ke Penjara  . Baru Negara ini Aman Tebtram dan Damai"
UgxVfZDg6Z-jcyjDSGJ4AaABAg,Negatif,Negatif,2.1708,0.75,Giliran mau di pnjara minta  di brhntikan ..loe yg buat fitnah  yg bikin rusuh ..loe kira negara  hukum loe punya di atur2 ..
Ugw3CS-5yMQCrxATyCt4AaABAg,Negatif,Negatif,2.1621,0.75,Minta di tunjukan dari kemarin sekrang di tunjukan lagi cari dalil..mau kalian apa.sebenarnya...negara ini udah cukup gaduh kalian buat..
Ugy3L6Bp2ONV0iev39R4AaABAg,Negatif,Negatif,2.1154,0.75,"Percumah di tunjukan,roii bilang bagaina cara menjatuhkan PK Jokowi,,ini politik"
UgxHXLnzXeuW2wM00hR4AaABAg,Negatif,Negatif,2.1038,0.75,Rakyat indo capek lihat grop roi. Suka fitnah. Masukan penjara
UgxyzwhBd2uKzelTEyh4AaABAg,Negatif,Negatif,2.0949,0.75,"Percuma  di lawan pak Jokowi, org cerdas apa lg org bermalah jg, ketawa pak Jokowi, Hukum runcing ke bawah"
UgxU3heY-ObK67b5MDZ4AaABAg,Negatif,Positif,2.0838,0.75,*AYO PARA TERMUL LANJUTKAN MEMBELA KEBOHONGAN / KEPALSUAN SELAMA 10 TAHUN*
Ugyin-GubakA90hbZjh4AaABAg,Negatif,Negatif,2.0706,0.75,"Mau ditunjukan / tidak
Pembenci tidak akan menjadi sinderela
Krn mereka punya kepentingan, dendam, 
Sampai sebisa mungkin membuat rakyat terprovokasi, krn mereka tanpa rakyat bukan siapa2
Mereka berfikir kalo rakyat marah demo menghujat memboikot lalu seseorang yg meeeka fitnah yg mereka jadikan sasaran akn kena tembaknya, salah.... 
Rakyat jika bukan 100% mau memfitnah model apapun gak akn bisa
Masih ada allah
Yg mencatat hujatan cacian fitnahan
Kita manusia yg akan meninggal, jgn sampai kita yg gak tau apa-apa ikut mencaci gak dpt uang malah dpt dosanya"
UgwbPBGPDSZC_J4fxq14AaABAg,Negatif,Negatif,2.0178,0.75,"Buktikan dulu legal standing pemohon,,,,,pasti kerepotan,,,,prinsipal ,,, 56:54 tiroris tersebut,,,,,kalau peneliti,,,,mana buktinya ,,,, bukti kan dulu,,,,,bung refli katanya ahli hukum tata negara ,,,,justru,,,,menyuruh para tiroris ini masuk lubang ,,,,syukurin semoga mereka cepat cepat saja masuk bui,,,,"
UgxCuNZkOWakJuC7Gfx4AaABAg,Negatif,Negatif,2.0167,0.75,mau di tunjukan juga tetap tidak akan terima.katna orang orang ini niatnya mau bikin gaduh indonesia
UgwLU-DX9O1rQSSRkhV4AaABAg,Negatif,Negatif,2.0006,0.75,Kalau ingin melihat tidak akan memfitnah
Ugz7Y5S0Nt7KpFkheSV4AaABAg,Negatif,Negatif,1.9724,0.75,Udah memang tidak percaya SM ijasa pa Jokowi tangkap saja udah biar kapok yg bikin percemaran nama baik
Ugwxvlfa6VGlqO1UeGB4AaABAg,Negatif,Netral,1.9554,0.75,Ini bang hotman dari pertams narasinya suryo  kebenycian
Ugz0tXQOZi3HUqC_jp94AaABAg,Negatif,Netral,1.8921,0.75,"Disinilah tempat yg bagus buat si panci gak cengar cengir cengengesan,kena ketok ntar sama palu hakim Emka kalo berani hahahahha"
UgxCATpdW5txbyJgorZ4AaABAg,Negatif,Positif,1.8793,0.75,"MK berdiri tegak lurus kepada KEBENARAN BUKAN MEMBELA KEPALSUAN, yang merusak bangsa dan negara dan Hukum. Semoga Allah SWT melindungi kebenaran diatas kepalsuan."
UgwqBr0eC5gZpuBvAIF4AaABAg,Negatif,Negatif,1.8696,0.75,"Bukankah ditersangkakan dgn  pasal-pasal dan UU yg ngawur  sangat menguntungkan RRT ? Ibarat ""Pencuri PANCI"",tetapi dituduh ""Pakar Telematika Palsu"".Ini akan membuat RRT bebas dari dakwaan. Menggembirakan bukan? Tetapi anehnya, sesuatu yg sangat menguntungkan itu justru  membuat RRT panik, stress, tersiksa dan pontang panting lapor sana sini ,hingga ke MK.Kocak ! 😂"
Ugxl9dTcQsu4lRdyHGl4AaABAg,Negatif,Negatif,1.8364,0.75,Kuwasa hukum roy cs itu harus di hukum
UgwiBual1nnL_0H-Pcx4AaABAg,Negatif,Negatif,1.8203,0.75,Sebenarnya yang bermasalah itu Roy Suryo cs.lagian untung mendengarkan Roy Suryo apa.dan yang bikin tambah rumit mau2nya pengadilan mengikuti gugatan2 Roy Suryo cs yang gak begitu penting sebenarnya.secara tidak langsung ini menunjukkan para penegak hukum mau digiring oleh Roy Suryo cs yang sebenarnya gak begitu penting
Ugx4l6ovkIQ3d19hK5t4AaABAg,Negatif,Negatif,1.8173,0.75,"KLO meneliti ya meneliti saja jangan menghina dan merendahkan orng KLO Skrang d tersangkakan protes,
Kemarin2 gembor2 sekarang GK trima d tersangkakan,
Obyek yg di teliti saja udah GK bener dr mna bisa menyatakan palsu
KLO udah dasar nya benci ya emng susah mskpn asli y d bilang palsu apapun caranya bencinya udah mendarah daging,"
UgxkdW5XOAdnFoNu1Ud4AaABAg,Negatif,Negatif,1.8171,0.75,"Peli dan panci sudah tau ijazah nya p. Jkw asli makanya si peli minta dihentikan tanpa minta maaf dan ijazah terus dilanjutkan kata si panci terus kapan berhentinya kasus ini kalau tidak disidangkan ? Ini berarti si panci takut hasil sidang positif asli. Minta dihentikan tapi tetap ngotot ijazah lanjut se-olah2 hasil si panci paling benar wah pengacara si peli dan calon penghuni lp  sipanci cari enaknya dan benar sendiri. Ini harus di sidang untuk menentukan hasil asli apa palsu, kalau dihentikan tidak tau hasilnya dan buat indonesia gaduh terus itu harapan grup si peli dan si panci sesuai pesanan. Hasil akhir si roy, sitifa dan gerombalanya harus masuk lapas biar Indonesia tenang dan damai"
Ugx7WohiH-TZrrzguph4AaABAg,Negatif,Negatif,1.7843,0.75,"Buat para pembenci ...mau ditunjukkan kebenaran pun , mereka ttp berusaha bikin mslh trs , gak ada ujungnya .."
UgyXaWfIVHLIVl_ZmTp4AaABAg,Negatif,Negatif,1.7841,0.75,Buduh kah apa kurng waras mereka Roy cs ini..sdh di lihatkan ijazah pa Jokowi ga percaya jga..sdh lah Roy..strokkk lah Klian nanti
UgyCY_n9jeI0VI2xOEp4AaABAg,Negatif,Negatif,1.7836,0.75,Egi Sujana sudah tau itu asli makanya dia takut dan meminta restorastis justis
UgyDuUmrnVs9hcEmy_d4AaABAg,Negatif,Negatif,1.7614,0.75,"Kasus ijazah jokowi di awali kebencian roy suryo, di tunggangi orang besar"
Ugy1VOuOtXechivKADt4AaABAg,Negatif,Negatif,1.7315,0.75,Semoga Roisoryo cs dihukum sukur2 samaRefli itu.
Ugwuy-5VaWKFNLMWpuJ4AaABAg,Negatif,Negatif,1.7043,0.75,Ketika jokowi lawan dgn elegan  dituduh kriminalisasi  hello roy cs dan tuan pengacara jokowi itu rakyat biasa sekarang
UgwiYLzNk2lA282p67t4AaABAg,Negatif,Negatif,1.6808,0.75,Persis seperti dugaan di awal biar di tunjukan juga pasti akam tetap gak percaya emang biang rusuh bukan cari kebenaran
Ugz9dBWroQF7_-DaMiR4AaABAg,Negatif,Negatif,1.6589,0.75,"Fitnah yg berlindung atas nama penelitian,,kls memang peneliti spesial,,banyak hasil2 yg sudah di teliti..tjjuannya hanya untuk mnggoreng,agar lama sampaikan pitnAh ke publik."
UgxIRE4cBhTo52M0ZxR4AaABAg,Negatif,Negatif,1.6567,0.75,"Kalau di setop, nanti gampang saja orang memfitnah orang lain."
UgwCqK9hNcwNy_aUfZx4AaABAg,Negatif,Negatif,1.6563,0.75,"Panci,kau sadar yg mendukung president jokowidodo.(3)x itu rayat bukan parpol dan itu juga beliau,tidak mau beliau sadar,karna khonshituhsi,jadi Roy,panci jgn menuduh kongkalingkong itu tuduhan,yg tidak tidak ,ada bukti itu jgn begitu,panci kau korupsi di metri olah raga,iab orang kau lucuti tapi.kau tidak sadar bercermin, berkaca dulu kamu jgn ,kau paling benar"
Ugyc2rRIAeR86lcnlaF4AaABAg,Negatif,Negatif,1.6465,0.75,"Roy Soryo itu cari2 kslhan org,tp yg d cari susah,terpaksa dgn hasutan dan fitnahan,"
Ugx3BpfDR78cKobuECh4AaABAg,Negatif,Negatif,1.6449,0.75,Semoga beliau pak jokowi dilindungin oleh ALLAH  AMIN
UgwfD03Le1oMZGVJPOB4AaABAg,Negatif,Negatif,1.6328,0.75,Tidak ada gunanya sibuk dengan ijasah pak Jokowi pak Jokowi sudah jadi pejabat mulai dari Walikota solo jadi gubernur Jakarta sampai jadi Presiden 2 periode dan di akui bahwa Pak Jokowi persiden no 1 di dunia
UgylyslZaPT7zbBJDV94AaABAg,Negatif,Negatif,1.6209,0.75,"MANTAP IBU INI,,semua org pasti berani jika BENAR ,,KEBENARAN TAK PERNAH AKAN  TAKUT,,
TIFA blg berdoa di kuburan 😂😂😂doa cocotmu tifa,,,😂sedangkan kau fitnah mulutmu gk bsa di percaya😮😮ROY sdh mulai gila😂😂😂😂"
UgwDAJ95LxBOA3zQwBl4AaABAg,Negatif,Negatif,1.566,0.75,"Gerombolam iblis nggak akan percaya apa itu kebenaran, setuju diteruskan proses hukum agar tidak koar2 terus ""dikriminalusasi"", biar puas dipenjara nanti dan smiga bisa merenung dengan ikhlas 👹😜🙏🏼"
Ugx1HG18C8c42wIiS4V4AaABAg,Negatif,Negatif,1.4937,0.75,Sangat jelaas mereka bukan mencari kebenaran
UgxM1-Q7yHDFclGGa-N4AaABAg,Negatif,Netral,1.4435,0.75,Org gila ya repot mw tunjukn juga nmanya juga org gila...repot🤣🤣🤣🤣
UgzZmu7AdzjeX7J-kZp4AaABAg,Negatif,Negatif,1.426,0.75,"Sampai kiamat pun mereka TIDAK AKAN PERCAYA! Mau ditunjukkan bagaimanapun, sy berani taruhan ada aja alasan mereka untuk tidak percaya
Karena apa...?? Mereka tidak percaya dengan lembaga negara apapun yang ada di negara sendiri! Baik jaksa, hakim, polisi bahkan yang mengeluarkan Ijazahnya pun tdk mrk percaya, Gak tau apa sebenarnya apa yg mrk cari"
Ugxvwa650xkA4JYCKuN4AaABAg,Negatif,Negatif,1.4227,0.75,"mereka panik, jadi segala cara bakal ditempuh supaya gk masuk jeruji besi. tp sayangnya akan percuma"
UgweSt_lSNIIBP9M8RV4AaABAg,Negatif,Negatif,1.4116,0.75,"Hukum seumur hidup gerombolan ROI Suryo dan kawan2,soalnya bikin gaduh di NKRI bos"
UgxvNSqe9T_8UsmTQ7d4AaABAg,Negatif,Negatif,1.398,0.75,"Niatnya mau ngancurin Jokowi, Yg mau di hancurin santai² aja eh yg mau ngancurin ternyata malah udah berantakan sendiri 😂"
Ugz1Y_SlIDZW3UkN4d94AaABAg,Negatif,Negatif,1.3964,0.75,"Yang melapor/menuduh siapa?? Kok dikit² Publik/rakyat/masyarakat banyak. Oknum yang melaporkan inilah yang harusnya segera membuktikan kepada publik kebenarannya asli ataupun palsunya. Siapa lagi yang anda harus percaya dinegeri ini menangani kasus ini,,,,wahai Roy CS?? Semua tidak ada yang bisa dipercaya menurut anda,,,,😢😢😢terlalu banyak manusia ribet di negeri ini 😂😂😂"
UgzC11nqxK2jIKzpvA14AaABAg,Negatif,Negatif,1.376,0.75,"Maaf....kami yg mengikuti diskusi ini,merasa dibodohi oleh bahasa khosinudin pengacara katanya mau menggiring pa jokowi kepenjara.saya mau tanya atas dasar apa...? Roy suryo atau roy panci cs meneliti saja tidak diakui karena saya yg terbatas pendidikan saja memahami kalau penelitian itu harus dan sekali lagi harus yg asli. Yg jelas yg diteliti adalalah foto copy.berarti yg dianalisa itu adalah tinta foto copy.kertas foto copy. Beda kalau yg diteliti itu asli kami pasti percaya.ini yg diteliti foto copy.sedang pengacara berkoar koar mau menghantar pa jokowi kepenjara. Omong kosong.ular beludak.lucunya pa alkatiri berbahasa kalau pa jokowi seorang negarawan,.... memang pa jokowi  negarawan ko.khosinudin bernarasi bahwa pihak pa jokowi mau berdamai.hhhh tidak mungkinlah....semua argumen yg anda koarkan cuma sbatas diarea diskusi.yg menentukan nanti dipengadilan.....ini pemaksaan kehendak.semua institusi terkait salh dakam penanganan persoalan ini.yg betul kalian .aduh kosinudin jangan so mengatur."
Ugwx_8UrQnPMvtduUG94AaABAg,Negatif,Negatif,1.3721,0.75,Setelah ditunjukan bilangnya hal biasaaaa wkwkwk
UgwJpCU2wmqYot2EBlx4AaABAg,Negatif,Negatif,1.3693,0.75,cari alibi apa lgi .roy.?  klo udah kalah bilangnya dkriminilasi
Ugz_-2tnXtxB4MLfDdZ4AaABAg,Negatif,Netral,1.3683,0.75,"Sehat selalu Pak Jokowi dan Bu Iriana

Salut dgn Aiman yg tampil di posisi netral"
UgwSSAy3tNz8Z_WaF9l4AaABAg,Negatif,Positif,1.3639,0.75,Hai masyarakat tidak bodoh udah jelas termul dalam bicara  ketahuan bohongnya ya allah ajablah dgn orang 2 pembohong rrt orang baik di mta masarakat
UgxdTXZsbllMH6U5s3R4AaABAg,Negatif,Negatif,1.363,0.75,"yg menghendaki kasus dihentikan sebenarnya kubu Jokowi apa kubu roy,s.kalo kubu roy s yg menghendaki dihentikan berarti jelas roy,s dalam posisi yg salah.ayo lanjut dipersidangan."
Ugz1Oo__PVvkV_2WB014AaABAg,Negatif,Negatif,1.3322,0.75,"Refli Refli  ;
Sebenarnya apa hak trio itu (roy dkk) meneliti ijazah pak Jokoi, apakah bapak yg memberikan tugas sama beliau beliau"
Ugx4FBhvvBgKI8IQROF4AaABAg,Negatif,Negatif,1.3203,0.75,menurut saya 12_0 alias 12 tahun bui dimenangkan pak lokowi
UgzNiAogoNOYCPFtSmB4AaABAg,Negatif,Negatif,1.3053,0.75,"penerapan pasal kok jokowi disalahkan, Refli tidak paham hukum , cuma pandai ngomong, polda metro sdh profesional dan berpengalaman tangani kasus sementara refli dia bisanya, cuma pandai ngomong kok ilmunya nol"
UgwFwOUW5YJeDrqtVXx4AaABAg,Negatif,Negatif,1.2989,0.75,Orang2 yg dibelakang pemfitnah jokowi  dan pendana hrs diselidiki.
UgykEM72bY3iQet5bUt4AaABAg,Negatif,Negatif,1.2958,0.75,"Walikota 2 periode, Gubernur, 1, periode, peresiden 2 periode, masih bilang ijasah pak Jokowi palsu, aneh orang"" ini, jgn "" ditunggangi , ya nama nya juga politik, haus kekuasaan itu pasti,,!!!?"
Ugydj1LyfMKu0T5s2C94AaABAg,Negatif,Negatif,1.2859,0.75,"Roy ,refli Harun ,BPK jendral dan banyak LG yg dukung rrt ,semua it hasil karena d berhentikn sama p Jokowi ,jdi model g trima d berhentikan tp d beri amanah mlh ngawur terpaksa d pecat tp g trima dia 2 in akhirnya iri hati lalu bepikir fitnah  supaya p Joko w keliatan jahn dta masyarakat"
Ugy6vfy3vJR_x1dcG-14AaABAg,Negatif,Negatif,1.2803,0.75,"Lanjutkan segera ke pengadilan, kami pingin tahu tuduhan roy cs palsunya seperti apa? 😂"
UgyXlS7swtwaRqDy6P54AaABAg,Negatif,Negatif,1.2776,0.75,Percuma d jelaskan kalau org udah barisan  sakit hati ttp sakit hati___ walaupun hakim memutuskan asli ttp aja barisan sakit hati ttp d blg palsu😅
Ugy68NtcHPzuNQvNP414AaABAg,Negatif,Negatif,1.2714,0.75,Maha benar Allah dngn segala kuasa Nya ..tanpa harus pak jokowi turun tangan mereka kaum pembenci pun satu persatu tumbang terhempas hingga saling cakar😂😂
Ugwb5Dqin6xJAuwf10N4AaABAg,Negatif,Negatif,1.2478,0.75,"Tunggu saja menyeret kepenjara grobolan tompel roy suryo dan kawan ,,dari pada menyeret yang pernah mempimpin negara  Indonesia  selalu roy suryo  dari dulu fitnah pak jokowi melulu, wah wah aneh😮"
UgwqGEFkO-QytKIwx3F4AaABAg,Negatif,Netral,1.246,0.75,"Penjelasan yg terang benderang.
Sangat mencerahkan bagi yg punya hati bersih dan akal sehat.
Sangat meresahkan bagi yg sakit hati dan sesat fikir."
UgyTws1WBYrPZC3386l4AaABAg,Negatif,Negatif,1.244,0.75,"lihat kan kwalitasnya firman nggak menyerobot sementara yg menyerobot itu panik 😂😂😂artiny pak jokowi benar,, buktinya pak jokowi gak butuh banyak lawyer"
UgyAd-CkbQ0BiJERF-d4AaABAg,Negatif,Negatif,1.2374,0.75,langsung masukkan aja Roy CS ke nusakambangan
UgygY6fXXZuOJa5vixt4AaABAg,Negatif,Negatif,1.2339,0.75,"Hakim MK mantap, refli dan RRT Jago fitnah, semoga cepat di kandangkan"
UgwjYLecugPwVBfjoqt4AaABAg,Negatif,Negatif,1.2311,0.75,"pengacara azam khan ini terlihat gagap, yakin klien nya bakal masuk bui!"
UgwBqpUykckbMSZAzRN4AaABAg,Negatif,Positif,1.2254,0.75,"maap kenapa semua pelapor yg sekarang ini masih ribut, kenapa seperti buta mata terkait izasah kenapa ga percaya dgn izasah, pertanyaan nya siapa yg mengeluarkan izasah pasti dari dinas pendidikan jd perlu buka mata jgn seperti ga tau aturan nya itu sj menurut pendapat saya 🙏"
UgxTYX78sNVdkWgCPTx4AaABAg,Negatif,Positif,1.2245,0.75,"Logikanya klo ijazahnya benar palsu kan mereka gk kena pasal2 itu, knp harus lari ke MK, bersrti mereka gk yakin ijazahnya palsu, pdhl sdh bilng 11 ribu trilyun persen palsu, 1000 persen palsu, jd diapa yg bodih di sini"
UgxRQbEJ4jKCH15Cub94AaABAg,Negatif,Negatif,1.2219,0.75,Bp tiri masarakat  tidaa masrakat pro jokowi meembangun dulu jalan saya becek  jowi bangun  sabar pa jokowi masrakat brsamamu
UgyPR6dGt8pVMZpBOYl4AaABAg,Negatif,Negatif,1.2155,0.75,UGM harus bertindak karena telah dilecehkan dg cara tidak mempercayai penjelasan resm UGM. Dengan kata lain UGM dianggap ikut menipu publik. Ini benar-benar melecehkan integritas UGM>
Ugxf87GFAlm05fLZmPR4AaABAg,Negatif,Positif,1.2119,0.75,"Pak jokowi tidak bisa menunujukan ijazahnya kpd publik, karena yg menganggap ijazah pak jokowi itu palsu itu oknum, bukan publik yg menganggap ijazah pak jokowi itu palsu."
Ugwx9Cen8JG6H-K1K4N4AaABAg,Negatif,Negatif,1.2069,0.75,Seumur hidup hukum lemah bila cuma 12 tahun dan Tutut ganti rugi pencemaran nama baik serta merugikan seluruh rakyat Indonesia di buat bohong
UgxzUbHG0lRd4D4gXc14AaABAg,Negatif,Netral,1.2023,0.75,Si roy cs klu ngomong .gk pakai fakta dan data...ini baru lawan sepadan sama ngwur nya...wakkk..mantaf lanjut kan bu
UgyxRkwZuK-K_j5D7WR4AaABAg,Negatif,Negatif,1.1954,0.75,Pencemaran nama baik menghasut tidak berniat baik itu yang dilakukan RRT pa hakim
UgylSLvezdj1fxAJFP14AaABAg,Negatif,Negatif,1.1932,0.75,"Walaupun d tunjukkan berulang ulang ttp GK akan  percaya  kelompok Roy,  jgn2 ad nya neraka jg GK percaya,sb GK bs d tunjukkan k publik,"
UgyyCiN8JiBf2ebDXqh4AaABAg,Negatif,Positif,1.183,0.75,"Mending di kuliaih, dari pada membela kebohongan."
UgwUJYxOYGM7qUOBYHl4AaABAg,Negatif,Negatif,1.1705,0.75,"Kalo penyidik sdh menetapkan orang jadi tersangka itu tidak main2,, 90% sdh bisa dipastikan bakal masuk penjara, jadi bolehlah si panci cengengas cengenges sama rismon tpi gk lama lagi bakal blung,, masuk dia"
UgwlMPfqW5m3_S2xIRB4AaABAg,Negatif,Negatif,1.1595,0.75,Enak saja.....minta dihentikan kasus ijazahnya....bacote rai cs saja masih mmfitnah tiap hari kok
UgyKoFAI0nlISVsGaT94AaABAg,Negatif,Netral,1.1494,0.75,Sabar pajokowi orang sabar dicintai alloh semoga skeluarg dilindungi alloh
UgxP6-p0k6lkPls5a354AaABAg,Negatif,Positif,1.1425,0.75,Omong kosong sembarangan tunjukan palsu itu siapa yang mengatakan palsu dialah yang membuktikan bukan punya ijasah yang membuktikan
UgyhgJgjKC7xVa14_3B4AaABAg,Negatif,Negatif,1.1385,0.75,Mudah2 an sitompel ini masuk pejara si roy panci dan cs nya semua juga harus di penjara
UgzWeEKYLr0v_rq2tRV4AaABAg,Negatif,Negatif,1.1198,0.75,Itu kan keingin tifa roy panci ingin uang 50m lalu kasusnya d brhentikan tanpa diroses ...itu inginnya...jdi pak jokowi jngan mau memaafkan dua orang ini tifa roy...rakyat tdk setuju klo tifa roy bebas dri jrat hukum....mhn pak jokowi...tegakan hukun indonesia
UgzU2QynGLcmParsAix4AaABAg,Negatif,Negatif,1.1174,0.75,"Pemecah belah umat, membuat fitnah untuk menjatuhkan lawannya. Jadi buka topengnya sendiri"
