comment_id,video_id,source_title,source_url,published_at,like_count,text,label,annotator,confidence,notes
Ugx7oGfXGsolqK0GkvJ4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",https://www.youtube.com/watch?v=tQKnVXSL7nc,2026-02-10T10:50:14Z,11,😂😂😂😂 ada yg kena tegur hakim siapa tu?,Negatif,claude-llm,0.6,sindir penuduh ditegur hakim
Ugw_oZlvaLDDzxqXwbN4AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",https://www.youtube.com/watch?v=uxDGtbE72jk,2025-11-25T17:37:00Z,14,Sebelum berbicara di depan buplik (khusu ijazah ini) seharusnya disumpah agar tidak ada kebohongan publik,Positif,claude-llm,0.7,minta disumpah cegah kebohongan publik
Ugzg0jARknTfoH6CGRR4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",https://www.youtube.com/watch?v=UEocTRWhtsE,2025-12-16T03:09:34Z,0,Sudah bosan lihat berita ini...sebaiknya dipercepat penangkapannya roy panci cs,Negatif,claude-llm,0.7,percepat penangkapan Roy panci
Ugz8i4FFvBW4z7JvSTJ4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,https://www.youtube.com/watch?v=UTvTHgjI_QI,2026-04-16T12:33:56Z,0,Karena cinta nya orang baik. Orang setres aja banyak yg sesaat jadi pengikut.,Netral,claude-llm,0.5,kalimat kabur soal pengikut
Ugyh3v9fckw7sx57j-N4AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",https://www.youtube.com/watch?v=TcNSqpBPle4,2025-06-02T13:35:28Z,0,apakah berita ini solusi dari masalah bangsa ini ? saya bingung dgn konsensi Bangsa ini...,Netral,claude-llm,0.6,"bertanya manfaat berita, bingung"
UgymAN7Sp_YDo34OIjJ4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",https://www.youtube.com/watch?v=tQKnVXSL7nc,2026-02-10T12:41:00Z,0,kuliah umu😅😅 52:17,Netral,claude-llm,0.55,"sebut kuliah umum, tak jelas"
UgyCDSl2FY3QClBLaXV4AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",https://www.youtube.com/watch?v=TcNSqpBPle4,2025-05-28T09:30:28Z,0,1:48:00 - 1:52.00 Dian Sandi Utama 🫡,Netral,claude-llm,0.4,"timestamp nama, tak jelas"
UgztOYffaVWJ93Mgu9h4AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,https://www.youtube.com/watch?v=5btOJ_Wru2k,2026-04-09T22:37:14Z,0,Ini mah. Tidak mencontoh tidak untuk di tiru. Ribut ribut melulu. Saling menjelekan. Astaghfirullah.,Netral,claude-llm,0.5,"kritik ribut, tak berpihak"
UgxRg49tFcY48uAHbrV4AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",https://www.youtube.com/watch?v=u4zZ7gHRBaU,2026-02-10T04:32:57Z,0,YANG PASTI SI PEMBUAT IJAZAH JOKOWI SEORANG YG AMATIRAN,Positif,claude-llm,0.85,sebut pembuat ijazah amatiran
UgyFrs9vunLdqpvH3SN4AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",https://www.youtube.com/watch?v=u4zZ7gHRBaU,2026-01-17T17:21:10Z,9,Yang pasti sebaiknya tetap harus diuji bersama.,Positif,claude-llm,0.6,sebaiknya ijazah diuji bersama
UgyhVkhbLosbwZXeP-t4AaABAg,BMcbB3SlU1M,"[FULL] PANAS! Jahmada Girsang vs Roy Suryo Soal Ijazah: Jangan Ngomong Doang, Lakukan Kalau Bisa!",https://www.youtube.com/watch?v=BMcbB3SlU1M,2026-04-24T04:46:37Z,1,"Hentikan saja kasus ini, krna hy membuat rakyat bingung, mending debat atu bicarakan kebutuhan yg memihak rakyat dan yg rakyat butuhkan",Netral,claude-llm,0.55,"hentikan kasus, bahas kebutuhan rakyat"
UgwngSZaq3ZeWJHy0Y94AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,https://www.youtube.com/watch?v=5btOJ_Wru2k,2026-04-28T21:00:25Z,0,Kejahatan yang terkonsep..kurang ajar kalian..,Netral,claude-llm,0.4,"kejahatan terkonsep, tak jelas pihak"
UgwWM5Zzm9GtLAyhuY14AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",https://www.youtube.com/watch?v=HcwZx39bP80,2025-12-24T02:18:32Z,0,"Percuma pilih capres , cawapres , caleg , hanya memperkaya orang aja , setelah jadi pejabat lupa akan janji2nya , cari makan tetep jungkir balik sendiri . Rakyat sudah tidak percaya lagi",Netral,claude-llm,0.65,"kecewa politik umum, OOT"
UgwCBF_dvCktyIt94_l4AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",https://www.youtube.com/watch?v=u4zZ7gHRBaU,2026-01-19T18:17:59Z,0,Suneo makin gajelas,Netral,claude-llm,0.45,"ejek tokoh gajelas, tak jelas"
UgxAK860E25wHIlKzh14AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",https://www.youtube.com/watch?v=u4zZ7gHRBaU,2026-01-19T15:21:55Z,0,Pak Andi Aswan itu klu bicara pakai otot gk pakai okol,Negatif,claude-llm,0.6,puji Andi Aswan bicara berisi
UgyidLSnwJUelGfPIY54AaABAg,LgaDFmaTpak,"[FULL] Babak Baru! Kasus Ijazah Jokowi, Roy Cs-Susno Bereaksi, Eggi & Damai Dapat SP3 | BOLA LIAR",https://www.youtube.com/watch?v=LgaDFmaTpak,2026-01-17T08:31:11Z,0,gagal fokus lihat penonton dibelakang. ganti lah,Netral,claude-llm,0.8,"komentar produksi acara, OOT"
UgwCJz27FSoyRTalJxp4AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",https://www.youtube.com/watch?v=HcwZx39bP80,2025-12-18T10:50:36Z,0,Kopinya bagi² dong pk,Netral,claude-llm,0.6,"minta kopi, OOT"
Ugzu8qY6oJVSQjWu_ad4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,https://www.youtube.com/watch?v=UTvTHgjI_QI,2025-12-26T20:13:05Z,1,Yg penting prmimpin itu hasil kinerjanya rakyatnya bisa menikmati.....,Netral,claude-llm,0.55,"soal kinerja pemimpin, OOT"
UgzGWRrZs7mZfPsGlRZ4AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,https://www.youtube.com/watch?v=5btOJ_Wru2k,2026-04-14T13:19:36Z,0,Aiman Wicaksono pengelola acara rakyat bersuara sebenarnya adalah wadah atau ruang provokatif dan pemecah belah bangsa ini saran saya stop deh jgn mengatasnamakan rakyat bersuara itu bohong semua,Negatif,claude-llm,0.6,"kritik acara, tapi bela Jokowi"
UgwQJT2V0nFSf9lozc94AaABAg,_8H_-uNHKL4,#UGMMENJAWAB IJAZAH JOKO WIDODO,https://www.youtube.com/watch?v=_8H_-uNHKL4&t=351s,2026-01-01T19:25:25Z,0,"Ugm berbohong demi Jokowi. Semoga dari tahun ketahun makin sepi mahasiswa yg pengen kuliah di ugm. Kampus PEMBOHONG, Sama kayak Jokowi. PEMBOHONG",Positif,claude-llm,0.8,tuduh UGM bohong demi Jokowi
Ugw50Mn6VwQ6COP74bh4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",https://www.youtube.com/watch?v=UEocTRWhtsE,2025-12-16T02:09:11Z,0,Mana ditunjukkan yang ada kan ijazahnya sama dengan yang diteliti sama Roy suryo 😂😂😂😂,Positif,claude-llm,0.7,ragukan ijazah sama dengan diteliti Roy
Ugy7QGzwHs3_vHuF6m94AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",https://www.youtube.com/watch?v=UEocTRWhtsE,2025-12-17T15:53:27Z,0,Benar ini polisi di bikin lambat biar para tersangka ini lama ngrasakan tersiksa seperti Tuhan menghukum umatnya yg banyak dosa tinggal mati aja di bikin lama,Positif,claude-llm,0.6,polisi dibikin lambat siksa tersangka
UgwGFRGVckQ85LzRGs14AaABAg,_8H_-uNHKL4,#UGMMENJAWAB IJAZAH JOKO WIDODO,https://www.youtube.com/watch?v=_8H_-uNHKL4&t=351s,2025-12-23T16:50:56Z,1,Berbohonglah hingga kalian mendapat balasan yg setimpal,Netral,claude-llm,0.4,"ambigu, siapa berbohong"
UgxsNM5y_qSPxBLHE1R4AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",https://www.youtube.com/watch?v=HcwZx39bP80,2025-12-19T14:58:52Z,1,Roy panci dkk maju trs kawanku utk menuju nusa kambangan,Negatif,claude-llm,0.62,Roy panci ke nusakambangan
UgwwzeIOv0Y4QrEMyqZ4AaABAg,LgaDFmaTpak,"[FULL] Babak Baru! Kasus Ijazah Jokowi, Roy Cs-Susno Bereaksi, Eggi & Damai Dapat SP3 | BOLA LIAR",https://www.youtube.com/watch?v=LgaDFmaTpak,2026-01-18T16:26:29Z,0,"Roy, cengegesan trus",Netral,claude-llm,0.55,komentar gaya Roy saja
UgwKlPGA0X5RKKbgqD54AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",https://www.youtube.com/watch?v=uxDGtbE72jk,2025-12-03T15:42:01Z,0,Wahai para sebangsa setanah airmari kita belajar berfikir secara dewasa dan nurmal lalu berpri laku yang ber faedah bagi bangsa dan orang lain jauhi prilaku yang menyebabkan kesusahan bangsa dan orang lain menuduh dan memfitnah pada orang lain perbuatan yang keji dan menyebabkan permusuhan itu per buatan yang gak patut ditiru oleh anak cucu kita,Negatif,claude-llm,0.7,kecam penuduh memfitnah
UgzVi5fUN-oCsen652x4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",https://www.youtube.com/watch?v=tQKnVXSL7nc,2026-02-14T18:11:21Z,0,doctor dan peneliti??,Netral,claude-llm,0.55,pertanyaan soal doktor peneliti
Ugx8X3zfIoaMMahfn1x4AaABAg,BMcbB3SlU1M,"[FULL] PANAS! Jahmada Girsang vs Roy Suryo Soal Ijazah: Jangan Ngomong Doang, Lakukan Kalau Bisa!",https://www.youtube.com/watch?v=BMcbB3SlU1M,2026-04-24T02:38:08Z,0,"Semakin hari kok semakin KONYOL orang orang ini, emangnya mereka Presiden bisa menghentikan kasus😁😁😁",Negatif,claude-llm,0.65,sebut penuduh konyol
UgwRA4UAo3wHrxrD9814AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",https://www.youtube.com/watch?v=HcwZx39bP80,2025-12-18T10:45:34Z,0,"Tidak ada kepastian hukum, menurut praktisi hukum di hotroom mereka mengatakan ""menurut saya"" semua menurut saya jadi hukum tidak ada pasti dan jelas...!",Netral,claude-llm,0.55,kritik kepastian hukum umum
UgwknB19-6jsImnqfY94AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",https://www.youtube.com/watch?v=UEocTRWhtsE,2025-12-15T14:07:39Z,13,baru jadi ya ijazahnya? 😂,Positif,claude-llm,0.7,sindir ijazah baru jadi
UgzV3cMQ1Qjsv5cxmjp4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",https://www.youtube.com/watch?v=UEocTRWhtsE,2025-12-17T21:28:23Z,0,"Mereka hanya akn bertele2 krn tujuanya memang. Membuat kegaduhan. Klu polisi ddh tdk bs dia percaya, skrng berurusan sj dngn polisi. Ijasa sdh dilht",Negatif,claude-llm,0.7,"penuduh bertele tujuan gaduh, sudah dilihat"
Ugx9kr8lJhA78q7LtTF4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",https://www.youtube.com/watch?v=g7Et92hQ_yE&t=2237s,2025-11-26T16:05:46Z,0,"jangan lah bawah"" nama rakyat Indonesia,, FAKTA 78% rakyat cinta pak Jokowi, FAKTA",Negatif,claude-llm,0.8,"jangan bawa rakyat, 78% cinta Jokowi"
Ugz1jHLn_h0fJdysll94AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",https://www.youtube.com/watch?v=4yjXBLcjynU,2025-11-14T05:47:02Z,0,Semoga ibu cepat gila,Negatif,claude-llm,0.6,doakan penuduh gila
UgzhNopBUkJy0RnMNlB4AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",https://www.youtube.com/watch?v=u4zZ7gHRBaU,2026-01-22T10:41:54Z,0,Hahaha marah2 Mulu 🤣,Netral,claude-llm,0.4,candaan tak jelas pihak
UgzHk65Ce57zm10L7KJ4AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",https://www.youtube.com/watch?v=TcNSqpBPle4,2025-06-21T15:15:57Z,0,Sabar ya pak... semoga Bpk tabah menghadapi ujian ini.... semoga yg memfitnah akn dtg biasanya dr Alloh.... Alloh Maha tau segalanya,Negatif,claude-llm,0.75,"bela Jokowi, sebut difitnah"
UgxeORIS7OUNcW5K-nd4AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",https://www.youtube.com/watch?v=uxDGtbE72jk,2025-12-23T03:51:13Z,0,Pengacara yg menghina&ngomong ngawur......harus dproses hukum......biar gak kayak kebal hukum,Negatif,claude-llm,0.65,pengacara penghina diproses hukum
UgzFtm10BkRTs_ZhpzJ4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",https://www.youtube.com/watch?v=UEocTRWhtsE,2025-12-16T03:07:09Z,0,Si Roy dan Kawan2 memang Cari masalah bukan cari keadilan,Negatif,claude-llm,0.8,Roy cari masalah bukan keadilan
UgyOKQe_RMtlXNOC7Jt4AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,https://www.youtube.com/watch?v=5btOJ_Wru2k,2026-04-27T15:38:29Z,0,Roy panik takut masuk bui,Negatif,claude-llm,0.6,ejek Roy panik takut bui
UgwSrzOuuUqfwERUbQ54AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",https://www.youtube.com/watch?v=tQKnVXSL7nc,2026-02-10T13:34:28Z,0,LANDJOETKEN BOENG!!! Hak asasi kalian dilindoengi UUD 1945 sebagai dasar hoekoem di negeri ini,Positif,claude-llm,0.7,"dukung penuduh, hak dilindungi uud"
UgwNoWMOi0MAhwd3lNl4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",https://www.youtube.com/watch?v=UEocTRWhtsE,2025-12-16T23:16:36Z,0,"roy suryo ini cuma di suruh demokrat buat ngerusak jokowi, biar ahy bisa nyapres di 2029",Negatif,claude-llm,0.6,Roy disuruh demokrat rusak jokowi
UgwsDK8-aduw1vaBE_Z4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,https://www.youtube.com/watch?v=UTvTHgjI_QI,2026-02-14T06:04:24Z,0,KRMT rai suryapanci,Negatif,claude-llm,0.6,ejek Roy Suryo panci
UgypAiRMo-blbFq44YF4AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",https://www.youtube.com/watch?v=HcwZx39bP80,2025-12-17T22:57:28Z,6,Ijazah Jokowi wajib di uji Forensik di pengadilan kalau tidak kita bikin rame Negara ini 👊,Positif,claude-llm,0.85,tuntut uji forensik ijazah
UgzooUeMB42EXP76hvF4AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",https://www.youtube.com/watch?v=HcwZx39bP80,2025-12-18T18:34:53Z,0,"Sia sia pak anak sekolah tinggi klaw ijajah ,jg gak berani.,mari mahiswa yg bijak demolah tunjukkan ijajah kalian yg asli,agar NKRI TDK dipenuhi kebohongan",Positif,claude-llm,0.7,tuntut tunjukkan ijazah asli
UgwxniAtvzJ8P0nUdrV4AaABAg,_8H_-uNHKL4,#UGMMENJAWAB IJAZAH JOKO WIDODO,https://www.youtube.com/watch?v=_8H_-uNHKL4&t=351s,2026-03-07T11:44:55Z,1,Muak membahas ijazah Jokowi saja. Hanya mengeluarkan anggaran saja. Ijazah Jokowi slesai da lam waktu 15 menit,Netral,claude-llm,0.5,"muak bahas ijazah, sikap kabur"
Ugxh-QwdZKIqmq9M5ul4AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,https://www.youtube.com/watch?v=5btOJ_Wru2k,2026-04-13T09:44:34Z,0,Mencari kebenaran tapi kenapa bisa berzinah .... Itu bukan keb enaran tapi berbuat dosa besar untuk rakyat,Negatif,claude-llm,0.6,serang penuduh soal zinah
UgznqEiTpxanvYApuCF4AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",https://www.youtube.com/watch?v=HcwZx39bP80,2025-12-20T14:06:59Z,0,Di nergri tercinta ini penuh dengan drama dan kekuasaan yg melekat,Netral,claude-llm,0.65,komentar umum drama kekuasaan
Ugx-4bcdKAIBFe9djTZ4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",https://www.youtube.com/watch?v=tQKnVXSL7nc,2026-02-11T12:50:18Z,0,Apakah keaslian IJASANYA sudah di tunjukkan atau belum dan apakah sudah di uji ke aslinya.,Netral,claude-llm,0.65,bertanya apakah sudah diuji keaslian
UgxJhMtX9-16KoVpuF14AaABAg,UE2gk8vMgBQ,Gebrakan Baru Rocky Gerung Memasuki Drama Kasus Ijazah Jokowi | AKIP tvOne,https://www.youtube.com/watch?v=UE2gk8vMgBQ,2026-02-02T01:28:37Z,0,"ingat ijazah g pernah ada itu mrp trik politik, hati hati negara kita sdh beralih aturan, krn pemt dari era jokowi sdh banyak beralih paham nasakomis, indobesia sdh di kuasai oleh cina",Positif,claude-llm,0.6,"isu ijazah trik politik, curiga"
UgxbEkN5KD7mh6nicWh4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",https://www.youtube.com/watch?v=tQKnVXSL7nc,2026-02-10T22:56:27Z,0,Ini pasti isunya lagi MK termul🤣 MK udah di atur🤣 siap siap penjara udah di depan mata 🤣🤣🤣🤣,Positif,claude-llm,0.7,"MK termul diatur, penuduh dibela"
UgyL9ci-UF1a7_E4wH54AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",https://www.youtube.com/watch?v=g7Et92hQ_yE&t=2237s,2025-11-26T16:16:55Z,1,Satu kebohongan untuk menutupi kebohongan laennya TTD: termul 😅,Positif,claude-llm,0.65,termul kebohongan tutupi kebohongan
UgzL5XIf7NKkUeOZgnh4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",https://www.youtube.com/watch?v=4yjXBLcjynU,2025-11-11T14:59:01Z,0,Membuat buku utk orang.. Tanpa persetujuan orang tersebut adalah ilegal.. Meneliti ijasa orang tanpa persetujuan orang tersebut juga ilegal.. Apa lagi hasilnya dibilang palsu.. Maka jebloskan mereka ke penjara titik tak pake koma,Negatif,claude-llm,0.75,"meneliti ijazah ilegal, penjarakan penuduh"
