comment_id,video_id,source_title,published_at,like_count,text,label,annotator,confidence,notes
UgyhsdcOyLOSiqiStWp4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-16T15:05:45Z,0,"Muter muter aja ini ajam, biar masuk bui aja biar berasa😂",Negatif,claude-llm,0.65,sindir penuduh masuk bui
UgzbkMOkDe_sQ3z3YWt4AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",2025-06-16T08:59:03Z,0,Lang sung ketopiknya ini suryot kayak mak2 belanja syuran ini,Negatif,claude-llm,0.6,ejek Roy kayak mak belanja
UgwHcK9iVmrZqC_rnbt4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2026-02-21T06:57:16Z,0,Ibu Diana... Please jangan terlalu jujur... Kasihan Roy panci😂😂😂😂😂😂,Negatif,claude-llm,0.6,"kasihan Roy panci, sindir"
UgyTGdZdn86Rl890Hqd4AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",2025-12-22T13:37:09Z,0,Emang asli hosin,Negatif,claude-llm,0.6,sebut emang asli
UgzCp0xq2eTdmhWGVjJ4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",2025-12-02T21:01:37Z,0,Aiman TERLIHAT MEMIHAK KUBU ROY PANCI CS SAAT DEBAT SERING DIPOTONG KUBU PAK JOKOWI... KREDIBILITAS MU DI PERTANYAKAN AIMAN SKRG Q PAHAM APA KATA BANG BONI ITU BENER BAHWA KAMU TERINDIKASI MEMIHAK KUBU ROY SURYO PANCI,Negatif,claude-llm,0.65,tuduh Aiman memihak Roy panci
UgyUblf3C2h_Aqr9YSV4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-10T18:29:40Z,0,Awas pak hakim di bilang termul nanti 😂,Negatif,claude-llm,0.6,sindir hakim disebut termul
Ugzy8StSWeyt4D17Icl4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-10T17:27:52Z,0,Malu bgt si Refli 😂😂😂,Negatif,claude-llm,0.65,ejek Refly malu
UgyywM_LxgQRNI497Tt4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2025-11-21T09:18:05Z,0,Roy kok kelihatan kyk anak TK ya sikapnya,Negatif,claude-llm,0.65,ejek Roy seperti anak TK
UgwLay4h8Bd3bpN8hAB4AaABAg,BMcbB3SlU1M,"[FULL] PANAS! Jahmada Girsang vs Roy Suryo Soal Ijazah: Jangan Ngomong Doang, Lakukan Kalau Bisa!",2026-04-25T06:35:18Z,0,Si Roy panci banyak bohongnya gak laku provokasinya rakyat gak percaya lagi ma gerombolan si Roy panci ini.Maunya rakyat sih gerombolan si Roy panci ini dipenjarakan aja sampai membusuk.aamiin,Negatif,claude-llm,0.9,"mengecam Roy penuduh, sebut pembohong"
Ugw__obm-o4AQ1sImWV4AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",2026-01-17T15:52:21Z,50,Termul jika terpojok pasti ngotot 😂,Negatif,claude-llm,0.6,ejek termul ngotot terpojok
Ugz5O8YTUtZYEySx9bt4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",2025-11-26T10:20:23Z,0,Effendi ini kocag bnget ngledekin jokodok😂,Negatif,claude-llm,0.6,puji Effendi ledek Jokodok penuduh
UgyydsTBWF7ZAXL3tKB4AaABAg,_8H_-uNHKL4,#UGMMENJAWAB IJAZAH JOKO WIDODO,2026-03-18T05:00:57Z,0,"Ibu Rektor UGM sudah pernah menyampaikan ke publik bahwa Ijazah Pak Joko Widodo adalah benar dan asli berdasarkan dokumen yang ada di UGM tetapi masih ada sekelompok orang yang mengatakan bahwa ijazah Pak Joko Widodo palsu, kenapa UGM tidak melaporkan orang tersebut ke aph.",Negatif,claude-llm,0.7,"UGM nyatakan asli, kenapa tak lapor penuduh"
UgzYoGZ5Ax_EAGnwgyd4AaABAg,BMcbB3SlU1M,"[FULL] PANAS! Jahmada Girsang vs Roy Suryo Soal Ijazah: Jangan Ngomong Doang, Lakukan Kalau Bisa!",2026-04-28T08:47:37Z,0,Ripadut atau ripai pengacarut carutmarut jahmadut ngisang pengacarut acakadut,Negatif,claude-llm,0.7,ejek pengacara penuduh carut marut
UgxYNZpox_BoZWxxUjZ4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",2025-11-29T03:01:27Z,0,Orang sakit hati masih saja tidak percaya ditunjuk ijazah asli bpk jokowi mereka tetap bilang ijazahnya palsu.dasar orang yang ngak punya akal sehat.nanti semua penjabat negara akan dipertanyakan masalah ijazah oleh orang pembenci pemerintahan negara. Seharusnya roy.rismon .tifa dan kawanya segerah ditangkap.kalau mereka tidak ditangkap dipenjarakan mereka semakin meraja lela🙏🙏,Negatif,claude-llm,0.9,"ijazah asli, minta tangkap penuduh"
UgzE8w7wbKIGULv_wiR4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2025-12-23T08:43:16Z,0,Mantap buk Diana murni,Negatif,claude-llm,0.65,mantap Diana Murni
UgxNXzGMu1Vy2Xb2Cax4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2025-12-25T16:50:15Z,0,😂😂😂 betulll racun semua orang2 gila ini😂❤❤❤,Negatif,claude-llm,0.65,"sebut orang gila racun, dukung Diana"
UgzvfbeF2TdYtQqyeOZ4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-10T20:40:15Z,0,Sudalah gak ada yg di percaya klo gak sesuai kemauan mereka bukan cari kebenaran tapi pembenaran dan kebencian penyakit hati bikin gelar mereka kelihatan tolllllllll😂,Negatif,claude-llm,0.75,ejek penuduh cari pembenaran kebencian
Ugw72pwNUzpmBuW6uQN4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-11T22:43:52Z,0,"Bapak yg tabah, banyak orang yang tidak pernah berterima kasih kinerja bapak! Hampir seluruh rakyat Indonesië mencintai bapak dan kluarga! Saya merasakan sendiri saat Bisa foto bersama, rendah hati, bijaksana dsb. Gusti tidak ssare. GBU ❤",Negatif,claude-llm,0.78,puji dan bela Jokowi
UgyeaXZFAxwKXdg9OnZ4AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",2025-12-17T17:09:57Z,0,"Berita udah basi, ijazah sudah disita dan bahkan sudah ditunjukan di gelar perkara kemarin",Negatif,claude-llm,0.85,ijazah sudah disita ditunjukkan
UgyPjAs2KopYUda1qGR4AaABAg,UE2gk8vMgBQ,Gebrakan Baru Rocky Gerung Memasuki Drama Kasus Ijazah Jokowi | AKIP tvOne,2026-01-27T05:22:51Z,0,Roi soryo setres Gerung ya setres manusia yg Ndak punya aklak,Negatif,claude-llm,0.6,sebut Roy stres tak berakhlak
UgypG_es2XnySlQ-33V4AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",2025-06-23T07:01:56Z,0,Roy Suryo dkk pasti dipenjara..yakin,Negatif,claude-llm,0.8,yakin Roy dkk dipenjara
UgxLlb8cxESULtnOIZV4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-10T18:00:55Z,0,Keren hakim. Itu barisan merasa paling benar dan sok jagoan di Indonesia ini.,Negatif,claude-llm,0.7,"puji hakim, ejek penuduh sok jagoan"
UgyPMPHaW-eSWRRoY_N4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-03-09T04:30:24Z,3,"Mr. Vanchi ini harus dikandangkan, spy indonesia aman.",Negatif,claude-llm,0.65,sebut penuduh harus dikandang
UgzVuQva6V0je6y8HdN4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-05-03T09:28:02Z,0,"Orang Gila, Orang Gila . . . !!!",Negatif,claude-llm,0.6,sebut Roy orang gila
UgwdZapftMhluLDhHyd4AaABAg,BMcbB3SlU1M,"[FULL] PANAS! Jahmada Girsang vs Roy Suryo Soal Ijazah: Jangan Ngomong Doang, Lakukan Kalau Bisa!",2026-04-24T03:49:48Z,0,Si Jah Jah....diskak mat lu sm pengacara pak JK😂,Negatif,claude-llm,0.6,sindir Jah diskak pengacara JK
UgxOSqsr97id-L2i3wp4AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",2026-01-19T14:35:38Z,0,"Anak kemarin sore mau menilai jaman dahulu, kencing belum lurus leee....",Negatif,claude-llm,0.6,ejek penuduh anak kemarin sore
UgyK0hU9BRrCW0IdirF4AaABAg,UE2gk8vMgBQ,Gebrakan Baru Rocky Gerung Memasuki Drama Kasus Ijazah Jokowi | AKIP tvOne,2026-02-03T00:39:16Z,0,Gedabrus pengacara termul😂😂,Negatif,claude-llm,0.65,ejek pengacara termul gedabrus
UgxFBADjMaBO2F0rc3x4AaABAg,BMcbB3SlU1M,"[FULL] PANAS! Jahmada Girsang vs Roy Suryo Soal Ijazah: Jangan Ngomong Doang, Lakukan Kalau Bisa!",2026-04-27T12:55:24Z,0,"Sepandai Roy mencari alasan, kebenaran akan mencari jalannya sendiri Roy tetap dijebloskan ke penjara.!",Negatif,claude-llm,0.8,"Roy tetap dipenjara, kebenaran"
UgxrT_fxA82bKN2hAKp4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-10T14:21:31Z,0,Kirain udah mahir group refli gak taunya masih dikulahi juga sm hakim,Negatif,claude-llm,0.65,ejek grup Refly dimarahi hakim
UgzlfjFZTy5twNItG4N4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2025-10-14T20:29:38Z,14,😅😅😅 sedih si panci,Negatif,claude-llm,0.6,ejek si panci sedih
UgwaD6bdfPphWJcWHvx4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-01-01T11:37:08Z,0,"stasiun tv, udh jangan di tampilkan ...lah",Negatif,claude-llm,0.6,minta TV jangan tampilkan penuduh
Ugw3wRg0rKwfEHe_IOx4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-16T11:53:32Z,0,Metro tv salah satu termul...😂,Negatif,claude-llm,0.6,sindir Metro TV termul
UgwE_Xm3WnbpduS3YJp4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-11T07:36:59Z,0,Selembar REMEH TEMEH sedang disidangkan MA.,Negatif,claude-llm,0.7,remehkan gugatan selembar disidangkan
UgwWhQ25vJo5UoE3-tZ4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-16T05:00:40Z,0,"Ga akn pernah puas gerombolan "" tukang fitnah dan orang"" zholim tuh walaupun ijazah sdh di tunjukan tuh , emng bkan itu tujuan nya tuh , ingin nya ijazah nya di ksh ke mereka tuh , sorry yeee , dasa gerombolan "" orang"" penipu dan tukang bohong tuh",Negatif,claude-llm,0.8,sebut penuduh tukang fitnah zalim
UgzBhERXI33yLUakQw94AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-04-17T02:27:24Z,0,"Roy Panci.... ngaur,jelas ada motif politik",Negatif,claude-llm,0.65,Roy panci ngawur motif politik
Ugx5SRkBBzrwH8-AvKh4AaABAg,BMcbB3SlU1M,"[FULL] PANAS! Jahmada Girsang vs Roy Suryo Soal Ijazah: Jangan Ngomong Doang, Lakukan Kalau Bisa!",2026-04-24T13:36:19Z,0,Ttup jgn beri ampunn maaf blh tp jukuman ttp yg adill..20 thn..,Negatif,claude-llm,0.75,tuntut hukuman penuduh
UgxREPjT4AlW8ZVM-MV4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",2025-12-16T13:38:58Z,0,"Sudah mulai stres, dilihat dari keriput mata.",Negatif,claude-llm,0.65,ejek penuduh stres keriput mata
UgwpNtcHxq1jndPhhXR4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",2025-11-28T06:19:19Z,0,Ni acara makin gak bermutu. Aiman keliatan banget berpihak sama kubu roy panci. Ngapain sih roy panci diundang terus. Semua orang udah tau track record dia. Bikin mules aja liat kubu mereka,Negatif,claude-llm,0.65,kritik Aiman berpihak Roy panci
UgyXlS7swtwaRqDy6P54AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",2025-12-02T16:47:36Z,0,Percuma d jelaskan kalau org udah barisan sakit hati ttp sakit hati___ walaupun hakim memutuskan asli ttp aja barisan sakit hati ttp d blg palsu😅,Negatif,claude-llm,0.75,ejek barisan sakit hati penuduh
UgxGbkympVTAA-CnetF4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-16T02:39:17Z,15,Inilah hebatnya framing yang menjadikan persepsi seolah merupakan suatu kebenaran,Negatif,claude-llm,0.6,kritik framing buat persepsi salah
UgxklTlq_5r2Ci-DxDd4AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",2026-02-21T20:24:00Z,1,roy penjarah aja bikin gadoh negara😊😊😊,Negatif,claude-llm,0.75,penjarakan Roy bikin gaduh
Ugy2uhKTNgY_me0OjIx4AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",2025-12-01T11:28:26Z,0,Lawan Pradi bersatu' bohong yg pehianat Ade termul bohong,Negatif,claude-llm,0.6,sebut termul Ade bohong
UgycpW1eduP5DdFMLpR4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2026-03-05T09:14:11Z,0,Roy suryo mmg ODGJ😂😂😂,Negatif,claude-llm,0.6,sebut Roy Suryo ODGJ
UgyPR6dGt8pVMZpBOYl4AaABAg,_8H_-uNHKL4,#UGMMENJAWAB IJAZAH JOKO WIDODO,2025-08-22T08:35:56Z,93,UGM harus bertindak karena telah dilecehkan dg cara tidak mempercayai penjelasan resm UGM. Dengan kata lain UGM dianggap ikut menipu publik. Ini benar-benar melecehkan integritas UGM>,Negatif,claude-llm,0.7,"UGM dilecehkan, bela integritas UGM"
UgyJKRpFPjAChGbmkNN4AaABAg,u4zZ7gHRBaU,"Andi Azwan Ngegas Ijazah Jokowi Asli, Refly Harun: Saya Tantang Anda! Ijazah Kita Uji Bersama | NTV",2026-01-20T10:28:02Z,0,Bermodal cocot ngeyel itu ciri khas termul,Negatif,claude-llm,0.65,ejek Termul ngeyel bermodal cocot
UgxOKc4xzxjyjyAqX_J4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2025-12-27T01:06:15Z,0,udh setres nih orang ya. jgn ksh panggung lah,Negatif,claude-llm,0.7,"sebut penuduh stres, jangan dikasih panggung"
Ugx8tj6ka9RlOiRTjBd4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-16T11:00:56Z,1,Azam bkan ahli telematika 😅,Negatif,claude-llm,0.6,ejek Azam bukan ahli telematika
UgzrdCU3BIgOnTGJvIB4AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",2025-12-18T09:14:35Z,0,"Semua kasus hukum yang berkaitan dengan petinggi Negara dan politisi pasti sengaja dibuat ribut dan ribet, dalangnya udah jelas si perusak demokrasi",Negatif,claude-llm,0.7,sebut penuduh perusak demokrasi
UgyvRZwCVKPCU-Z3_JR4AaABAg,5btOJ_Wru2k,[FULL] Membongkar Sosok 'Bohir' di Balik Kasus Ijazah Jokowi | Rakyat Bersuara,2026-04-10T16:54:26Z,0,pak raseman Roy itu Kalalo bisa sikat aja,Negatif,claude-llm,0.6,minta sikat Roy penuduh
UgxcZ_ETIg5OeNnLG_t4AaABAg,UTvTHgjI_QI,TERBARU HARI INI!! GERAM SUJIWO TEJO BERIKAN PESAN MENOHOK KE ROY SURYO MENGENAI IJAZAH JOKOWI,2025-12-26T15:03:39Z,0,Cangkeme roy suryo seng lamis,Negatif,claude-llm,0.62,ejek mulut Roy Suryo
UgyD0T1Yxg2rkXVEGoB4AaABAg,BMcbB3SlU1M,"[FULL] PANAS! Jahmada Girsang vs Roy Suryo Soal Ijazah: Jangan Ngomong Doang, Lakukan Kalau Bisa!",2026-04-25T16:06:52Z,0,Iya klu kasus maling 8 org hrs ditahan semua ini kasus fitnah tuduhan yg tidak mendasar klu yg d tuduh dia gak mau damai iya tetap jalan dikepolisian spai tahan sidang ...,Negatif,claude-llm,0.75,sebut kasus fitnah tuduhan tak mendasar
Ugw7BNo5COUXcR87Cch4AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",2025-12-21T00:06:27Z,0,Emang roy cs gila,Negatif,claude-llm,0.7,sebut Roy cs gila
UgxXWRGgj5Fhly4c0PB4AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",2025-12-04T15:21:23Z,0,Ingat mas gejal iman sudah disiapkan kok hukumnya oleh alloh,Negatif,claude-llm,0.6,ejek Iman akan kena hukum Allah
UgwTqc84ZgcyQW0KYX94AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",2025-05-25T12:36:32Z,0,Yg jls roy cs dan antek2y emg manusia yg sakit hati.slu semua dimata mereka ng ada yg bnr.,Negatif,claude-llm,0.75,sebut Roy cs sakit hati
UgxJCR6pVxi1A_fwY1x4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-11T08:03:21Z,0,Roy Suryo Lirik Lagu Indonesia Raya Saja Tidak Hapal Masih Ngaku Ahkli Telematika Abal Abal Kenyar Kenyir Sambil Memainkan Wayang Di Sana Sini Di Panggung Panggung MEDSOS,Negatif,claude-llm,0.7,ejek Roy ahli telematika abal
UgzjdwMhutzTdouF7Il4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",2025-12-15T12:50:28Z,25,Dah Gasss tahan dan cari ungkap jg siapa yg mendanai meraka mereka,Negatif,claude-llm,0.6,tahan penuduh cari pendana
UgwZbLrprM6ttz82cSt4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",2026-02-10T13:29:50Z,0,"Gak lama lagi para hakim di bilang termul gak adil, bla,bla,bla",Negatif,claude-llm,0.6,sindir hakim disebut termul
