comment_id,llm_label,confidence
UgzPQ-uU3OVGhX5EJZd4AaABAg,Positif,0.8
UgzN-OvhPZN-IDgDswZ4AaABAg,Negatif,0.8
UgySjsmSGbI4YppILX54AaABAg,Positif,0.8
UgxD0HIE4F5DTk8rGjV4AaABAg,Positif,0.8
Ugy5NsZLMTmrv3niSAt4AaABAg,Positif,0.88
UgzA0uBCVf5dhrLnYLB4AaABAg,Negatif,0.7
UgwR-KZk-8kl07UDyWZ4AaABAg,Negatif,0.85
UgwRemDjE6mE4vmvjrt4AaABAg,Negatif,0.8
Ugx5VCN7SpyRHRz4xEN4AaABAg,Positif,0.9
UgwO9Rs2kETs0lMjwTV4AaABAg,Positif,0.8
UgycXhvqlLMRHi198554AaABAg,Positif,0.98
Ugxy7sxmdGmlplLBYk14AaABAg,Positif,0.8
UgzxZpeMYwHQInHCtSB4AaABAg,Positif,0.85
Ugx2ibc3QG__PcbL6Bl4AaABAg,Positif,0.8
UgzPbXJfHgytbz_FmMN4AaABAg,Positif,0.8
UgzGT31pNF0NPhDsTCZ4AaABAg,Negatif,0.75
Ugx1doefM5xAZkV5-tR4AaABAg,Negatif,0.8
UgzUL1Zo4qZINT9jsTt4AaABAg,Negatif,0.7
Ugx-4bcdKAIBFe9djTZ4AaABAg,Positif,0.8
UgyZUY_071Y9EIH5gqx4AaABAg,Negatif,0.75
UgysZkPgrQ-9kvFg8PJ4AaABAg,Negatif,0.88
UgxvKllBXu1OKU4zquN4AaABAg,Negatif,0.82
UgzV3cMQ1Qjsv5cxmjp4AaABAg,Negatif,0.8
Ugy9L1nDPcbAmBDTByJ4AaABAg,Negatif,0.8
UgycSv6wcR9u5-hk8vx4AaABAg,Positif,0.8
UgwricacVSlu7jeNZPN4AaABAg,Negatif,0.75
UgxnXJqGzHNx40CNxZ14AaABAg,Positif,0.8
UgwuusfIL3qYrJpI3op4AaABAg,Negatif,0.8
Ugy3RuudH97zJSeiwJx4AaABAg,Positif,0.8
UgydfU7b8kntAL70kZ54AaABAg,Negatif,0.75
Ugw5SgzL0L386Q-7_mt4AaABAg,Positif,0.85
UgwPLICEjbi9Xp1lgk54AaABAg,Positif,0.85
UgxUslOY43IPM9rpFs14AaABAg,Positif,0.85
UgxDIdshVH6Rk9UuuEF4AaABAg,Positif,0.85
UgzcTiCJA4oa0Rb1mYB4AaABAg,Positif,0.8
Ugyy8cEtDfNzcnZyfhZ4AaABAg,Negatif,0.8
UgwT63-TqOKe2IBTY3J4AaABAg,Positif,0.85
Ugx4FBhvvBgKI8IQROF4AaABAg,Negatif,0.75
UgyHcljmv4ElEpMe9rh4AaABAg,Positif,0.9
UgwaACkV3j2qzffKijN4AaABAg,Negatif,0.8
Ugy8YTSxtMsufjA9p9B4AaABAg,Negatif,0.85
UgyL9ci-UF1a7_E4wH54AaABAg,Positif,0.85
Ugw1s_Ad5Zn6PYj3ncx4AaABAg,Positif,0.8
UgxCYJY4bqP9XBGagSB4AaABAg,Negatif,0.85
UgzGWiGUS1ir678JB3N4AaABAg,Positif,0.9
UgxI3i6luEL-0vaOhuN4AaABAg,Negatif,0.8
Ugy0Vd61-ny9WEtknzB4AaABAg,Negatif,0.75
Ugz0KoZ0XmuujEqESQZ4AaABAg,Negatif,0.88
UgyxQpBmXjZRB7EkYU54AaABAg,Positif,0.85
Ugyc34FqkKXXMY7HENN4AaABAg,Negatif,0.75
Ugx3seMnFuycn3uSIPx4AaABAg,Positif,0.88
UgyQznTchgaduDX3_z14AaABAg,Positif,0.8
UgyBb8FUwm5Q03_ELy94AaABAg,Negatif,0.75
Ugz2GlnTXfK_Qwqso1R4AaABAg,Positif,0.85
UgwmBfUMBhzl9fXyThd4AaABAg,Positif,0.95
UgxdUJ8DUxqMwNB1eLt4AaABAg,Negatif,0.75
UgyzjtcosNsTKLOfXE94AaABAg,Negatif,0.75
UgyeBCr4OmaLWHu4cYp4AaABAg,Negatif,0.75
UgwBoP9jaasM5UCEj2Z4AaABAg,Positif,0.8
UgyKH_zq7P7D4Y0ZLAN4AaABAg,Negatif,0.8
Ugwee77uTtENPdEtiGJ4AaABAg,Positif,0.8
UgziJwJKOFBGzjKaZcN4AaABAg,Positif,0.88
Ugz1iy1BfcTvcVFO4fV4AaABAg,Positif,0.9
UgzWFip9IA-JDYx7CGR4AaABAg,Positif,0.85
Ugx5EhlMkJqUGBqAxwF4AaABAg,Positif,0.85
UgyIRxuYZ8Oe_hQo6ZZ4AaABAg,Positif,0.8
UgwDYLp-0nCJCW2Sy5R4AaABAg,Positif,0.8
UgzVgsP1FskwqbOEHzN4AaABAg,Positif,0.85
Ugzodv4j85Y1EbCJIeZ4AaABAg,Negatif,0.85
UgxLIZ42vdH2OTpSh3F4AaABAg,Positif,0.85
UgwT3OGYY1t6J5N2QQR4AaABAg,Positif,0.8
UgzVzQUr3DjJDQcbCk54AaABAg,Positif,0.9
UgzA9l0rXMzlq8uTgf54AaABAg,Positif,0.8
UgxyzwhBd2uKzelTEyh4AaABAg,Negatif,0.75
UgxC6j4i5fQxHc--_pF4AaABAg,Positif,0.8
UgwOSzToEyP2fNVUIxx4AaABAg,Positif,0.85
UgzHhJSr-m7TY1OtYr54AaABAg,Positif,0.8
UgyDMirwRVKGN_pvc0p4AaABAg,Positif,0.85
Ugw1oLRSjZHgCaLpheB4AaABAg,Positif,0.8
UgyXw-XERpnAKCWr2z94AaABAg,Negatif,0.8
Ugz-oCME8BsNi5YD4ed4AaABAg,Positif,0.85
UgwqrDKwnJx3yeSe4dN4AaABAg,Positif,0.82
UgyegO-yOiA0rxHgN794AaABAg,Positif,0.85
UgxbEkN5KD7mh6nicWh4AaABAg,Negatif,0.8
Ugy1o_5Hr54HCIxTAa14AaABAg,Positif,0.85
UgzWmb-rfq_OjYgDYf94AaABAg,Positif,0.85
UgzBg96k5xQY8rCGjoB4AaABAg,Positif,0.85
UgwwYBCyEN2oMZjom254AaABAg,Negatif,0.75
UgzS7XCsFLkPGHTzPoZ4AaABAg,Negatif,0.7
UgwrEQFRt4PIpGgL3cl4AaABAg,Positif,0.8
UgzZvy1Vsr525f4uVZ54AaABAg,Positif,0.85
UgyFUkWvUerJYYJRBgN4AaABAg,Positif,0.85
UgwKkIOlOPEnldo3cJ14AaABAg,Positif,0.92
Ugz-d4Jyl9wk4ekS9s14AaABAg,Negatif,0.75
Ugw1EqoBzCc2YOQEHst4AaABAg,Positif,0.92
UgxjNbT6oA7NPyDg-WB4AaABAg,Negatif,0.7
UgwJRz4JLrn5po1irtd4AaABAg,Positif,0.85
UgzVMnjP2tRhyTBBS154AaABAg,Positif,0.88
Ugy9CxmHqnp8zoOEtmJ4AaABAg,Positif,0.85
UgxgNBvjPp4S_mJ67dp4AaABAg,Positif,0.8
UgwBwp6vxWFswXQV_pl4AaABAg,Negatif,0.8
UgxDFiR3JzQ5ga25NYp4AaABAg,Positif,0.85
Ugxl_Dv2azUkhJte7ON4AaABAg,Positif,0.95
UgysQohIKRp1Wgibc2V4AaABAg,Negatif,0.8
Ugyit18AK0D2Stcsy714AaABAg,Positif,0.87
UgwqZ_9jrJkU4DndPbJ4AaABAg,Positif,0.85
Ugz7OslvTQ4tjXEWYyN4AaABAg,Positif,0.85
UgzYepUcHBJYfcLKhIp4AaABAg,Positif,0.9
UgwNusc1WU5H2OsAHFl4AaABAg,Positif,0.85
UgyJLLe2AZ9RLChMFG54AaABAg,Positif,0.9
UgxmVyliLbiZFtHnaAJ4AaABAg,Positif,0.8
UgwCmFjajp-1ik9eEcR4AaABAg,Positif,0.8
Ugwh_g1kjam27zBIqpl4AaABAg,Positif,0.88
UgxzHoV9aeHlWGjb0NF4AaABAg,Positif,0.8
Ugxt_ICXGCyaAO5jded4AaABAg,Positif,0.85
UgyB4EOk1CtwjtEKjWl4AaABAg,Negatif,0.8
UgyWQBAgKhQWc8JmefN4AaABAg,Positif,0.85
UgzPbsD8oGZ3QhN3sIB4AaABAg,Negatif,0.85
UgymUZIRIm-md3rjbCV4AaABAg,Positif,0.85
UgxtOKH3B70HfH9zIlZ4AaABAg,Negatif,0.75
UgwqaVYKqHiqoqXSM_h4AaABAg,Negatif,0.7
Ugx0l0Y7ip1MJCgBYA94AaABAg,Negatif,0.8
Ugze_Gj1lGkG_pWNgw94AaABAg,Positif,0.88
Ugz8VPB1xXjC8rNVaBJ4AaABAg,Positif,0.85
Ugz1QQblYCl3tJFeCMV4AaABAg,Positif,0.8
Ugw_MGhfMb5T0Rd6xMt4AaABAg,Positif,0.8
UgxD5g-G6djF9JB61OV4AaABAg,Negatif,0.85
UgzOUWz9QFk9FnvNEJt4AaABAg,Positif,0.85
Ugzhkz4VSqgVUPBSsfx4AaABAg,Positif,0.85
UgwGJLv5uN3PRJ0j5uV4AaABAg,Positif,0.8
UgxjUdgDpZBox1fgzHp4AaABAg,Positif,0.88
Ugw93BKN_2H1SPRQx2J4AaABAg,Negatif,0.85
UgxM1-Q7yHDFclGGa-N4AaABAg,Negatif,0.75
UgypCItZi3x12HDT1Q14AaABAg,Positif,0.85
Ugwuy-5VaWKFNLMWpuJ4AaABAg,Negatif,0.75
Ugy7bIb__vfhOT507NV4AaABAg,Positif,0.85
UgzgBrddkDZR6uEnFnZ4AaABAg,Positif,0.88
UgzGX27B2AWx-57JUSd4AaABAg,Positif,0.85
UgxDBFHvEtMw3huQLhN4AaABAg,Positif,0.9
UgzF6SqFAR2ooXeOlEZ4AaABAg,Positif,0.88
Ugyo0qfWxzXBBp8pMqp4AaABAg,Positif,0.8
UgzhTI-KBCDNutFMUoZ4AaABAg,Negatif,0.75
Ugwkk4IQK31uqxPfktt4AaABAg,Positif,0.8
UgxyZFCOzaFDNd3TREF4AaABAg,Positif,0.85
Ugz7Y5S0Nt7KpFkheSV4AaABAg,Negatif,0.75
UgxLKZ54-qO5yKAwZt14AaABAg,Negatif,0.8
UgykzxulTW1T_KVIoG54AaABAg,Positif,0.82
Ugwj9w72BsybLw1whUZ4AaABAg,Negatif,0.7
UgwWASOvpeX6HJ22H1Z4AaABAg,Positif,0.8
UgwzQheyWoWqB7K69qx4AaABAg,Positif,0.85
UgzUoPL3mXgVfnoV1s54AaABAg,Positif,0.9
UgzPRwDvkAVerTJ8gO14AaABAg,Negatif,0.68
Ugw4SIWNLg5XbKPJPvB4AaABAg,Negatif,0.8
UgzBr6r0NV0nK8_Xt3d4AaABAg,Positif,0.85
Ugy9AxUCtON32v4fGlB4AaABAg,Negatif,0.7
UgzrauqbvSWzTEZRMKN4AaABAg,Negatif,0.8
UgwusZic1sIg6QgAp3p4AaABAg,Positif,0.8
UgwsKvoeybimeYOSMfl4AaABAg,Positif,0.8
UgzmtF9CfNzVdYNXm9Z4AaABAg,Negatif,0.8
Ugwoir00MJeBDniAEr54AaABAg,Positif,0.8
UgwhBjApQ2hp-2568sJ4AaABAg,Positif,0.8
UgxgXrIS-UdbSV-oKKx4AaABAg,Negatif,0.7
Ugzn6baclZlANHUFql14AaABAg,Negatif,0.7
Ugz3ijUJRYwUPnHs3lt4AaABAg,Negatif,0.75
UgwNTY8CP7Ao8YKoPHx4AaABAg,Positif,0.85
UgxhXa2xhni8KvswdIZ4AaABAg,Positif,0.88
UgxbXSd1eFJ_1-e6zdB4AaABAg,Positif,0.85
UgwmWI09bNdn1LE9Dhx4AaABAg,Positif,0.8
UgwIH9JVqtna4ivTyDB4AaABAg,Positif,0.8
UgwCMNTlQLHMmawfL114AaABAg,Positif,0.8
UgxW2tuzoJkDW2cVSVx4AaABAg,Positif,0.85
UgwO9AYGgMYhQOd56Rt4AaABAg,Negatif,0.8
Ugz-6lJGQfk2E9WQmzJ4AaABAg,Positif,0.85
UgwTOfeQQ1Z1ZgT8xyF4AaABAg,Negatif,0.8
UgzZSTbVrETF4TDqcI14AaABAg,Positif,0.92
UgxvxPcWlf2V0J5ZSU14AaABAg,Positif,0.85
UgwTgldeihYBSnk0uUt4AaABAg,Positif,0.8
UgxF2SY_Tv2JXOwlqzR4AaABAg,Negatif,0.8
UgypPUSjlXYOkSqDkaN4AaABAg,Positif,0.8
UgzWcfA_5SoSNUC9qpx4AaABAg,Negatif,0.8
Ugz4_1Du_nyApN4BzGl4AaABAg,Positif,0.85
Ugyf_cNmQNNNO8akLPh4AaABAg,Positif,0.9
UgwJo1wohP1TJ5Ayb814AaABAg,Positif,0.8
Ugxki192558Lz0RP0-54AaABAg,Negatif,0.85
UgyKVIbxgwOZcfP9JuF4AaABAg,Negatif,0.8
UgyNHTMMTZ6IJFmRtM94AaABAg,Positif,0.8
Ugzf0g1sb9djn2bgKRt4AaABAg,Positif,0.9
Ugy68lV8mf9LWLPPKuB4AaABAg,Negatif,0.8
UgxFBKyvMJeD2UILTfh4AaABAg,Positif,0.85
Ugzc23vv7fI1J81cKzZ4AaABAg,Negatif,0.8
Ugz8H2KQOMD1gIHRUgx4AaABAg,Negatif,0.75
UgyQ0qlWrNxEONrBqq54AaABAg,Positif,0.85
UgyEol1U7lDCfdKHGSF4AaABAg,Positif,0.8
UgzfgRhXNrBMryC0cJF4AaABAg,Positif,0.85
UgySL-bmJUezaSi8jWN4AaABAg,Positif,0.9
UgxUzh3q-XRd-q4T8Z54AaABAg,Positif,0.85
UgwvhHqGGLkZVmKCdBp4AaABAg,Positif,0.88
Ugz-3Gs8g8-nEsxpFFB4AaABAg,Positif,0.8
Ugx15zXQpx1ThDB4VhF4AaABAg,Positif,0.85
UgwyEizHt5r3pDTdWL14AaABAg,Positif,0.8
UgzxVCLdSCRe4_OwOMx4AaABAg,Positif,0.85
UgxNyEWfuQjM2ZcdwWp4AaABAg,Positif,0.82
UgyHtz7qd6pag_Spyux4AaABAg,Positif,0.85
UgyU_Va1OAWXvoQB2QF4AaABAg,Positif,0.85
UgzSwaMo3BoTs3Y1yDd4AaABAg,Positif,0.9
UgweuhoiXO2xIqfAe2p4AaABAg,Positif,0.82
UgxTYX78sNVdkWgCPTx4AaABAg,Negatif,0.75
UgzTRQQEhh7oIlINkqJ4AaABAg,Positif,0.9
Ugz2jRRiycMzACTi02V4AaABAg,Negatif,0.8
UgwUJYxOYGM7qUOBYHl4AaABAg,Negatif,0.75
UgwoDqrCNNuYkrKGiuB4AaABAg,Positif,0.8
UgyPlFEEKyoO2w6DG1h4AaABAg,Negatif,0.8
UgwoQlbwjQbBM32N0Tl4AaABAg,Positif,0.95
Ugz3c5L1dUzZB3VaI8l4AaABAg,Positif,0.8
UgwH7wHjf2xVJDeWdOt4AaABAg,Positif,0.85
UgyD0T1Yxg2rkXVEGoB4AaABAg,Negatif,0.75
UgwKhm5RxFEt7EmQ2wF4AaABAg,Positif,0.85
UgzYGvOXPgEjqyHcTb54AaABAg,Positif,0.8
Ugyoc0zS-te1n5llOr14AaABAg,Positif,0.8
Ugy2buqnoHnTMBYmFU94AaABAg,Positif,0.85
UgyN7ugzJsmZilFiGjd4AaABAg,Negatif,0.85
Ugy4XGPiR4l0Uwdh1SJ4AaABAg,Positif,0.85
Ugx8JKClkUNLU_pyc7N4AaABAg,Positif,0.85
UgzPI6Zrbhu2SFlPgQx4AaABAg,Positif,0.8
Ugzhb_L8OxpN_fumxY94AaABAg,Positif,0.95
UgzYtQ7wIl2c1xIgmUx4AaABAg,Positif,0.9
UgwQE5r75cKB_T-37A14AaABAg,Positif,0.8
UgyLbYncDwVfJqfL7L54AaABAg,Positif,0.85
UgwLU-DX9O1rQSSRkhV4AaABAg,Negatif,0.75
UgxMynGJClRpLUXGKql4AaABAg,Positif,0.85
UgzU5i3Kdf1Fg4VWr2F4AaABAg,Positif,0.85
UgxB3YFyJil-HLlDy3F4AaABAg,Positif,0.85
UgzNS0TGRjAxCfHanER4AaABAg,Positif,0.95
Ugx1W8b6GjUSXNRYm6d4AaABAg,Negatif,0.75
UgzF_homipTD8mkDpk94AaABAg,Positif,0.9
UgyAhZkHC9eclYbyVDl4AaABAg,Positif,0.8
UgwqQrKsOzLWTFjjBdd4AaABAg,Negatif,0.85
Ugwl22IfClEjGd3Zztd4AaABAg,Positif,0.85
Ugyz_07COl43luQu3xd4AaABAg,Positif,0.85
Ugz42ibtiXS-tIy0VqV4AaABAg,Positif,0.8
UgzRPw7WPZvevGScoEl4AaABAg,Negatif,0.75
Ugxvwa650xkA4JYCKuN4AaABAg,Negatif,0.75
UgzVHGTT9dEg3i95R3J4AaABAg,Positif,0.8
UgwDuxxJkll2g6bDwqx4AaABAg,Positif,0.85
Ugz__ktRIzLcGer3D3h4AaABAg,Negatif,0.7
UgzzV7EuFXLw14f4pF54AaABAg,Negatif,0.8
UgymcI-PoxZnzYR7j4V4AaABAg,Negatif,0.75
