comment_id,llm_label,model_pred,margin,confidence,text
UgwJKjAF_GUT2-qkarh4AaABAg,Netral,Negatif,1.1468,0.9,Bagaimana menurut bang Hotman roy suryo cs masuk penjara atau bebas bang ?
UgwoQlbwjQbBM32N0Tl4AaABAg,Positif,Negatif,1.1412,0.95,Mempertahankan ijazah palsu Jokowi dengan salah satu cara memenjarakan orang yang mempertanyakan
Ugy4OlhLPXRndz05Rw94AaABAg,Netral,Positif,1.1289,0.9,kebenaran akan terungkap
UgxxF8k-gtPvb-lUbPh4AaABAg,Positif,Negatif,1.1261,0.85,Saya sebagai masyarakat mendengar narasi ini lebih percaya masih yakin dengan data dan fakta yg sudah di teliti tentunya oleh Roy suryo dkk
UgydpjRDL6ZC9f4_4G14AaABAg,Netral,Negatif,1.1173,0.9,Pakar Telematika Atau Peneliti Sih Roy Suryo Ini Gak Jelas Banget😅😅😅😅
UgyKoFAI0nlISVsGaT94AaABAg,Negatif,Netral,1.1164,0.75,Sabar pajokowi orang sabar dicintai alloh semoga skeluarg dilindungi alloh
UgyjGSwlFg6sRa3vjpV4AaABAg,Negatif,Netral,1.1146,0.85,Hidup bung ANDI ASWAN bela terus orang benar bp kita JOKOWIDODO
UgwCJz27FSoyRTalJxp4AaABAg,Netral,Negatif,1.1072,0.95,Kopinya bagi² dong pk
UgxTYX78sNVdkWgCPTx4AaABAg,Negatif,Positif,1.0896,0.75,"Logikanya klo ijazahnya benar palsu kan mereka gk kena pasal2 itu, knp harus lari ke MK, bersrti mereka gk yakin ijazahnya palsu, pdhl sdh bilng 11 ribu trilyun persen palsu, 1000 persen palsu, jd diapa yg bodih di sini"
UgxP6-p0k6lkPls5a354AaABAg,Negatif,Positif,1.0813,0.75,Omong kosong sembarangan tunjukan palsu itu siapa yang mengatakan palsu dialah yang membuktikan bukan punya ijasah yang membuktikan
UgyBh7LPDRG4t8bmqUN4AaABAg,Negatif,Positif,1.0806,0.75,Ijasa yg asli tdk bisa di tilep  mikir lah.
UgznmuSjLrMQRYmP9PF4AaABAg,Negatif,Positif,1.0778,0.8,"Yg bela yg benar ktanya termol ,masak yg asli jadi palsu aneh !"
UgxSnCj-8xNHPHpArM94AaABAg,Positif,Negatif,1.0438,0.85,"100 peneliti menyatakan palsu , 
7 peneliti  menyatakan ragu... kok belum tuntas !!!"
Ugy0fhvk6eU03_svrz54AaABAg,Negatif,Positif,1.0404,0.85,"Menyimak wawancara ini, dah dijelaskan bhw jokowi mulai masuk UGM hingga wisuda. Dan data dah diserahkan pd penyidik. Dan dlm persidangannya ijasah dah ditunjukkan. Apkakah masih ada bantahan? 😂ambyar. Segera ketuk palu p hakim."
UgwlTpP07RP73i6xxN94AaABAg,Negatif,Positif,1.038,0.82,"""lebih baik gua goreng polemik ijazah palsu gua  daripada kecium kasus korupsi gua""  😂😂😂😂"
Ugw55Izp8XKjS-2kQIx4AaABAg,Negatif,Positif,1.0378,0.9,"Mulutnya mat tompel ibarat Comberan...Waspada ex HTI ex FPI aktifis Khilafah......saya Yakin Ijasah Bpk Jokowi Asli...logika aja Kalo Ijasah Bpk Jokowi palsu..otomatis Pihak UGM Pasti melaporkan ke Polri dan Bpk Jokowi pasti ditangkap dan diadili...ibarat polisi dapat laporan ada uang Palsu..pasti polisi gercep menelusuri menangkap pengedar dan bahkan diusut tuntas sampai pemuat / pencetak uang palsu..
Salam Sehat Salam NKRI
♥️🇮🇩♥️🇮🇩♥️🇮🇩♥️🇮🇩♥️🇮🇩♥️🇮🇩♥️"
UgwGnf0Shfv8p1nwZZt4AaABAg,Netral,Negatif,1.0308,0.9,Bodohnya roy suryo cs. 😅
Ugy3lD1nXvkA0oFz3T14AaABAg,Netral,Negatif,1.0276,0.9,roy suryo  maunya benarnya sendiri  padahal dirinyan belum perna berbuat apa2 d negara ini  hanya congur yg nyucot
UgwuusfIL3qYrJpI3op4AaABAg,Negatif,Positif,1.0055,0.8,"Gw bingung ini pihak universitas udah bilng asli dan mereka punya dokumennya semua, kenapa masih pada bilng palsu. Harus kemana lagi kalaubgitu ?"
UgxBkBTt_3KLF4EXzER4AaABAg,Positif,Negatif,1.005,0.85,"Menunjukan saja gak cukup. Harus dipegang dirabah dites bersama secara terbuka dan dibandingkan dgn pembanding lain.
Kalau yakin asli pasti berani izinkan Roy cs utk pegang memphoto dan mengujinyan"
UgxtVzHAg1zha2ay1uB4AaABAg,Negatif,Positif,1.0015,0.8,"Gampang juga buktikan RS bohong, RS juga belum pernah lihat ijasah yg asli. Kok bisa bl ijasah palsu"
Ugwi8ouqY2UOS2b6QKZ4AaABAg,Netral,Positif,0.9952,0.9,Mulyono akan sengsara beserta termulnya
UgyES7QWwNZONkPwktJ4AaABAg,Positif,Negatif,0.9951,0.88,"Terlambat sudah Pak Jokowi melihatkan  IjazahMu, biarpun ASLI  sudah terlanjur Masyarakat tidak Percaya dgn Sejuta Alasan Pak Jokowi,
SALAM WARAS."
Ugw7AqUtGHlgQsOx1Qx4AaABAg,Netral,Positif,0.9884,0.9,Modar sekarang Andi kelihatan bohong nya
UgxtWeVGyMqudGNh45J4AaABAg,Negatif,Positif,0.9799,0.8,Kalau saya percsya asli karna pda waktu mendaftar walikota jokoei bukan siapa2 nga mkn ugm diam saja pada wakyu itu kalau jokowi memalsukan ijazah nalsr aja berapa jauh jogjs ugm semoga yg baca mikir
UgwnlT2dhbglR3VpULl4AaABAg,Negatif,Netral,0.9725,0.75,"Yang paling Ahli tatanegara itu 😅😅😂😂
Banyak minusnya 😂😅"
UgxOMq2SzBCC4nvLBYt4AaABAg,Netral,Negatif,0.9708,0.9,"Sudah mulai bosan dengan berita ijazah palsu, tidak ada penyelesaiannya. Di goreng sana sini."
UgxeJkYYCmGTjn2sWm94AaABAg,Positif,Negatif,0.9695,0.85,"Jika ingin Indonesia lebih baik rakyat harus punya simapti. Harus merasa memiliki negara ini dan ingin yg terbaik untuk negara ini. 
Kasus ini harus dikawal.  Negara ini sudah hancur lebur dipimpin org yg tidak bermutu. Jika rakyat diam makan kasus sperti ini akan selalu terjadi. Dan semua institusi menjadi bobrok. Salam cinta tanah air ❤❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹🇲🇨🇲🇨🇲🇨"
Ugwy_o9R_5bI8CrKpD94AaABAg,Positif,Negatif,0.9684,0.85,Gusnur & bambang tri dipenjara tanpa ada ijazah asli ditunjukan...
UgwricacVSlu7jeNZPN4AaABAg,Negatif,Netral,0.9678,0.75,hidup jokowi
UgxZ62wZJ_g2LAkTI2R4AaABAg,Positif,Negatif,0.9631,0.85,"Jika selembar ijazah asli dan yang mempunyai ijazah itu menganggap itu sebuah kebanggaan.
Maka ia , akan dengan sangat bangga memperlihat kan nya ke semua orang
Akibat nya apa, nama dia bangga, keuarga dia bangga, kampus dia bangga dan negara pun bangga
Karna keaslian dan kebenaran , tak perlu di tutupi"
UgwQe1tPj-GrIdFz8D14AaABAg,Negatif,Positif,0.9588,0.75,Kelihatan sekali pengacara ROY SURIO CS Ketakutan argumen tak masuk akal di hati rakyat bersuara awal2nya menudu fitna jokowi gak ada ijaza lalu kalau ijaza itu asli ya habis perkara dan selesai gila stres org2 ini LANJUT SAJA KE PENGADILAN ITU YG RAKYAT INGINKAN
Ugx0ocKAgBi-CZF_jYx4AaABAg,Netral,Negatif,0.9587,0.95,Roy cs plola plolo
Ugy1QnhQQ9o-_JKhVhd4AaABAg,Negatif,Positif,0.9586,0.75,"Ini telat upload ya,,,ijazah sdah di sita dan tunjuk kan saat GPK.."
UgwWABjhIO1yYwTxLql4AaABAg,Netral,Negatif,0.9511,0.9,Panci cs peneliti abal2 jangan belagak hebat sadar kalian
UgyBb8FUwm5Q03_ELy94AaABAg,Negatif,Positif,0.945,0.75,Yg diupload Dian Sandi itu ijazah asli yg difoto copy berwarna justru itu yg bisa dianalisa bukan foto copi hitam putih yg g bisa di analisa
UgxEfIwze8kp3_1Wnup4AaABAg,Negatif,Netral,0.9425,0.75,Saldi Isra memang benar.
UgxR1DFErfs9j40AJ-Z4AaABAg,Netral,Positif,0.9274,0.95,"Aku buka cuma mau baca komen,cums stop di iklam"
UgzGT31pNF0NPhDsTCZ4AaABAg,Negatif,Netral,0.9146,0.75,Argumen pelapor sangat lemah. Hakim MK memang Keren
UgyyCiN8JiBf2ebDXqh4AaABAg,Negatif,Positif,0.9079,0.75,"Mending di kuliaih, dari pada membela kebohongan."
Ugwme1jww2-Rx5iIjAN4AaABAg,Positif,Negatif,0.9075,0.85,"Joko widodo lulusan UGM, iya! Presiden ke7 itu bukan lulusan UGM, artinya ijasah joko widodo ada kemungkinan dipaksi oleh orang lain, sebutlah orang itu presiden ke 7. Inilah cara untuk menyelematkan UGM. Pratikno bertsngging jsesb terhadap semua oni."
Ugxp5jfJ718N9WZyaPJ4AaABAg,Positif,Negatif,0.9064,0.9,Saya orang biasa tapi saya yakin bahwa pak Jokowi memang sudah memal sukan ijazah
Ugwl983G9bBVZ9knb554AaABAg,Positif,Negatif,0.9001,0.9,Tetap percaya sama mas roy suryo cs dan bang rismon selama data tidak di tunjukan
UgwVJIiKwRMR8-xvRMV4AaABAg,Negatif,Positif,0.8963,0.85,kan ijazah nya sdh ditunjukan om hotman ko masih tanya ...
Ugw93BKN_2H1SPRQx2J4AaABAg,Negatif,Positif,0.8882,0.85,TIDAK ADA KEBEBASAN ABSOLUTE!!! DI NEGARA MANAPUN HANYA ADA KEBEBASAN BERTANGGUNG JAWAB!!!  GILAK SAMPAI DI BILANG ANAK PKI ANAK CHINA ANTEK CHINA SAMPAI KORUPSI dan IJAZAH PALSU! Nggak kuad saya !!! Hebat pak Jokowi!
UgySJWytNUPY_3BsiLB4AaABAg,Negatif,Positif,0.8828,0.95,Ijasah jokowi Asli
UgynOcBdTXOK1JOLlKN4AaABAg,Negatif,Positif,0.8745,0.8,"Klau izasah jokowi palsu kenapa kok cuma jokowi yg diserang, kenapa KPU, UGM & yg bersangkutan lainnya nggak dituntut. Klau memang palsu kenapa bisa jd presiden."
UgwB02r-Zu68sDCiSaF4AaABAg,Negatif,Netral,0.8713,0.75,"Puas melihat mereka mingkem dinasehati, 😅😅😅😅"
UgzgyCyQeaOh1ee3cLV4AaABAg,Positif,Negatif,0.8681,0.9,Gak brani nunjukin ijasah aslinya😂
UgwU04Zecz-Wyuwx_eh4AaABAg,Negatif,Positif,0.8681,0.75,"Jokowi selama menjadi presiden memang sembrono dalam mengambil kebijakan.
Tapi saya yakin ijasah nya asli.
Kalau UGM di bayar atau di intervensi kesimpulannya adalah 
INDONESIA SUDAH KRISIS KEPERCAYAAN."
UgwwYBCyEN2oMZjom254AaABAg,Negatif,Positif,0.8633,0.75,"Heh sur,  sy dlu jg waktu bikin skripsi (dlu jg disebutnya skripsi),  sy jg sllu brtanya pd Asdos sy  ktika mau diajukn k Dosen pmbimbing skripsi sy (krn sy mrasa gbs/takut salah & dimarahi dos pembimbing),  kbetuln Asdos sy orgnya ramah & mau ngajari!  
Jd MUNGKIN  begitu  jg dg p Jokowi.  Emg msalah??! & trbukti stiap Bab yg sy Ajukn pd  Dos pembimbing sllu di ACC,  paling hnya da  yg hrs ditambah ato dikurangi sdikit sj. 
& Akhirnya sy bs mnyelesaikn skripsi sy hya dlm waktu (klo g salah 5x pertemuan sj).  Alhamdulillah.  
& Skrg klo ditanya sypun Akn mngatakn : ""Berkat Asdos sy tu,  skripsi sy bs slesai dg cepat!"""
UgyFS5xS47L_75nTUoh4AaABAg,Netral,Negatif,0.8603,0.92,"maunya apa si roy sama gerombolan itu, sakit hati stadium akhir"
UgxCC2H4eYXDkvXGY3h4AaABAg,Negatif,Positif,0.8602,0.8,Lanjut pengadilan biar adil R R T itu pembohong sok pintar tapi gak ngerti alias busuk dari  tahun ke tahun.
Ugw9cMQDkGSi3j8-CzB4AaABAg,Negatif,Positif,0.8569,0.85,"KITA SEMUA SDH DI BODOH2 I OLEH ROY SURYO, KNAPA KITA HARUS TURUTI SEMUA KEMAUANNYA, KLO UGM/POLISII SDH KATAKAN IJAZAH JKW ASLI MAU APA LAGI, ...KLO MENURUTI ROY CS TTG IJAZAH JKW TDK KESUDAHANNYA TIAP SAAT BERUBAH SESUAI KEHENDAKNYA CONTOH, TDK ADA WATER MAKS, TDK ADA EMBOS, BESOK LSIN LG FOTONYA BKN FOTO JKW, LAIN WAKTU BERUBAH LAGI IJAZAHNYA BARU DIBUAT DI THN 2000AN DST. TDK ADA KESUDAHANNYA... AKHIR DARI INI SEMUA TDK LAIN KECUALI DI PERSIDANGAN..."
UgxyRMNPnA9e4Gg-xC54AaABAg,Negatif,Netral,0.8519,0.8,Alhamdullilah panci sak grombolanya  cepat di tahan biyang kerok
