comment_id,llm_label,confidence
Ugw1CAzgcu1CWbci3xp4AaABAg,Positif,0.75
Ugzpltzf0Kb9SQWfUk54AaABAg,Positif,0.95
UgzUyeJXKG1rMiLinxd4AaABAg,Positif,0.8
UgwjriC0px5BBOiuPdd4AaABAg,Negatif,0.7
UgwXMLnQtZw-5PNo5mh4AaABAg,Positif,0.75
Ugw53YindN-oIn4JVfN4AaABAg,Positif,0.6
UgyyHkVucUQ9v7Dfuo94AaABAg,Positif,0.85
UgxX1HMr0LmwjmYrL3V4AaABAg,Netral,0.6
Ugw8GtlF8Zsp531SKjV4AaABAg,Netral,0.6
Ugz9WG-eYHlRmbj9kZJ4AaABAg,Negatif,0.65
Ugz5dZThlUDdrHSg4Yd4AaABAg,Netral,0.5
UgwCjNkxrLb5Ywc47554AaABAg,Positif,0.62
UgxbbhYRVjwiPaF3GLp4AaABAg,Netral,0.4
UgyMZsBED93R7RAY8vR4AaABAg,Positif,0.7
UgzvYhYQmu9zktCUhJF4AaABAg,Positif,0.65
Ugwi8ouqY2UOS2b6QKZ4AaABAg,Positif,0.6
UgwGGQM7OG1OnmXZC3J4AaABAg,Negatif,0.65
UgzoQ7wHSjf_uZJbbJt4AaABAg,Negatif,0.65
UgzjT2VFNZXzQnAwp8p4AaABAg,Positif,0.7
UgzgCQoWtGRIlxd18_x4AaABAg,Positif,0.75
Ugw_WlRpzlcdGef9I7h4AaABAg,Positif,0.7
UgyX1bLOrPWNdTgiKAh4AaABAg,Negatif,0.75
UgwlxbP-G_RyW8yMXed4AaABAg,Negatif,0.6
UgxhpKYHzuYGlZA5YsB4AaABAg,Positif,0.75
UgxmEP-l73u-O_eZHG14AaABAg,Positif,0.6
Ugw7JooCrJqYUdjuqFB4AaABAg,Negatif,0.65
UgyeFOScK5VhrQE-PGB4AaABAg,Netral,0.5
UgxOz8xmxOdC17cMpD14AaABAg,Negatif,0.55
Ugyik2AZRfuJJoRBs4N4AaABAg,Negatif,0.6
UgxSABNBooQ5yKCgQuN4AaABAg,Positif,0.7
UgzznHYYjhfoW8ClWLh4AaABAg,Negatif,0.6
Ugw-UpzhD72u-cWV_2Z4AaABAg,Netral,0.6
UgwoLfVoDoZU1JOtoAl4AaABAg,Negatif,0.85
UgwBlSEBoVYYsZJI_R54AaABAg,Negatif,0.85
UgzHWLKBSlFdtn01OpZ4AaABAg,Positif,0.8
UgyuJur9KBnHqUhzjHd4AaABAg,Positif,0.65
UgzfwG0_bAAuwl6I5bd4AaABAg,Negatif,0.55
Ugw861e9AEC39fZzxAR4AaABAg,Negatif,0.65
UgzMyINBqoKwiw_HQyR4AaABAg,Positif,0.85
Ugzg1CZr41kzLACQRft4AaABAg,Positif,0.9
UgwSKhvk1hqW59leD6h4AaABAg,Positif,0.65
UgzIKqPJeOlCy8wqBs94AaABAg,Negatif,0.78
UgyTNOQwHLzs8VSbwSp4AaABAg,Netral,0.6
UgxBq1X5Wah_gYTj4tB4AaABAg,Positif,0.6
UgydmfEUC02u7ifIF_N4AaABAg,Negatif,0.6
UgyekJAjEMN9mlKo8pZ4AaABAg,Negatif,0.7
Ugxfm9quYPUlTXykE_N4AaABAg,Negatif,0.55
UgwxGt9I0_UIDMV18jl4AaABAg,Negatif,0.7
Ugy8lWXk_HfQDUpZ8CN4AaABAg,Positif,0.55
UgxiDz-bGlv-8ERi-3Z4AaABAg,Netral,0.7
UgwGyIjqJJ4azYk4Qh14AaABAg,Netral,0.45
UgyfNIk5XBKM8Femkah4AaABAg,Negatif,0.6
UgzcU9ypIHD_H2xw4uN4AaABAg,Positif,0.6
UgxfOrwNOyLZCziMQJl4AaABAg,Negatif,0.6
UgzZhusvvEY_knPYqr94AaABAg,Negatif,0.7
UgwEuS2sLW69RIf0_-l4AaABAg,Negatif,0.7
Ugxc4rPvNJSkzX8palF4AaABAg,Positif,0.6
UgxeQWMW4n4mZbutkQ94AaABAg,Negatif,0.85
UgwZE9Px9fFX0yCV41J4AaABAg,Positif,0.75
UgzkkunD7-TeXKj8WQV4AaABAg,Negatif,0.8
UgxbSHYaYS3pe6y6Nth4AaABAg,Negatif,0.6
UgwXXYQakF5NPBekZJR4AaABAg,Positif,0.75
Ugz08qDiSjB9mKJi6-14AaABAg,Negatif,0.55
Ugzf4uKy6OcXfjNF_TF4AaABAg,Negatif,0.75
Ugw0sueVWAmq7scBzmJ4AaABAg,Positif,0.68
UgwwP8r-FHIh2OvR3Mx4AaABAg,Positif,0.45
UgwgXgg7myxpnmhVhjd4AaABAg,Negatif,0.7
UgzWmQVJUdWXx44cVKR4AaABAg,Negatif,0.75
UgxIgkulOXQwzcrVfjV4AaABAg,Netral,0.45
UgzKjXT5MSPKyD4W0Ql4AaABAg,Negatif,0.7
Ugynt2EhI2ZgNyORFml4AaABAg,Netral,0.85
UgxyTPKeyZSOIf0QV3t4AaABAg,Negatif,0.65
Ugyab3Eirq1H_b4e7g14AaABAg,Negatif,0.45
UgxV40X3_H94G4FEm-p4AaABAg,Positif,0.8
UgzJbFSPLf0EG3jZ9ut4AaABAg,Positif,0.72
UgyBwos1eeXffu-YiZZ4AaABAg,Positif,0.6
Ugx4iNDm_PNntMh5iY94AaABAg,Netral,0.5
UgzTDmGIUYWjvBSqY-F4AaABAg,Negatif,0.75
UgyiBFUhTTTNoms4UKB4AaABAg,Netral,0.5
UgxCNO72ADHb0IhaQsR4AaABAg,Negatif,0.55
Ugw5kWz7Ez_gE91RGlB4AaABAg,Positif,0.6
Ugx0R3_ej6VTNlsGWIF4AaABAg,Positif,0.85
Ugz9muLKBuABD7NAFeR4AaABAg,Positif,0.6
UgxTy0Kh64W4MBYl8mh4AaABAg,Negatif,0.6
UgxbTRLh9AWTUjyEYld4AaABAg,Positif,0.6
Ugztg3Sw1TgzGjuBEmR4AaABAg,Negatif,0.8
UgzEa-iFfLkL4ojTTXx4AaABAg,Negatif,0.45
Ugwtp3jEsLE4pFQt04B4AaABAg,Positif,0.8
UgxvcLH_RHrwP4c79394AaABAg,Negatif,0.45
UgxOCxKzVTaVbfwLP514AaABAg,Negatif,0.65
UgypUhP2ALibDo54P2N4AaABAg,Positif,0.85
UgxUAallfRMwoC3tYdV4AaABAg,Negatif,0.7
UgxKx5IBH7yQLsEh1WR4AaABAg,Positif,0.9
Ugw_R7tDRWv_rRl2Hmp4AaABAg,Positif,0.6
UgzhJfCajpAUUQiXxQh4AaABAg,Negatif,0.7
Ugwq3eAKb8mzNGeLy3h4AaABAg,Negatif,0.75
Ugxy6UO3mGqWJWhYNwF4AaABAg,Positif,0.65
UgwCAsbiW_XNfG5DTrV4AaABAg,Netral,0.5
Ugw_2srAx3trq2vrYnl4AaABAg,Netral,0.45
Ugwn2UNVXTIF3jkJEbJ4AaABAg,Netral,0.5
UgxixcbQEPzjqs4z0YV4AaABAg,Positif,0.7
UgyfB2wdq9mlxxDTyDN4AaABAg,Positif,0.6
UgzH4i-yOPBctK99qYN4AaABAg,Netral,0.5
UgzGufclBU9Qr6FAb-J4AaABAg,Negatif,0.55
Ugw3yjGNVeTmNS-ob9x4AaABAg,Netral,0.55
Ugz49TuWbhXfIwKV_T54AaABAg,Negatif,0.8
Ugwn2qPzR7C7I5HbFhx4AaABAg,Netral,0.4
UgxewAs5sp3rNQJQkt94AaABAg,Netral,0.6
UgwATdgF40351p5w-gt4AaABAg,Netral,0.7
UgwUhHCMz4MdjgBkqFJ4AaABAg,Netral,0.5
Ugx8_ghwu6RP-m5JgJR4AaABAg,Negatif,0.7
UgxPSUX2yp44ZWY0ZUt4AaABAg,Positif,0.6
UgxASHAxAJAc5S6zdpJ4AaABAg,Negatif,0.75
UgxNQsPAlDgSliVWaKJ4AaABAg,Negatif,0.6
UgwukCLb7bKu2UgpAzJ4AaABAg,Negatif,0.7
UgzpYCHPUk44z-8Mnjl4AaABAg,Positif,0.65
Ugx47CNdG4WuUPleh3t4AaABAg,Negatif,0.7
Ugz4ms1D7K74U6Nul4N4AaABAg,Negatif,0.6
UgzSaXXeo2vDUKa6_L54AaABAg,Positif,0.85
Ugy7sSgsyGf7VooXRnV4AaABAg,Netral,0.5
Ugx-lqO0_3lpZoNdKoF4AaABAg,Netral,0.45
UgyCjtKbYZWT2S4Q2zh4AaABAg,Netral,0.45
UgyxvpJwVenSwMDq2St4AaABAg,Positif,0.75
Ugz1ljd_nZnzBysvsdF4AaABAg,Positif,0.62
Ugxk1ajpTp0X_Var-x54AaABAg,Negatif,0.6
UgzzgyJyyTchRfxpDY94AaABAg,Positif,0.85
UgwsZkLFQ7xNE9OvaOx4AaABAg,Netral,0.5
UgyMleTgEasZeM-o2Qx4AaABAg,Negatif,0.75
UgwD_U3CyaJrGohu9Pl4AaABAg,Negatif,0.45
Ugxw4WkK862HJX_uOjt4AaABAg,Negatif,0.6
UgxNhAURxVPgkQuuVIV4AaABAg,Negatif,0.75
UgwSE4e_bMf8p7Qvvnx4AaABAg,Positif,0.78
Ugwm0imA4kRVwbmvaxZ4AaABAg,Negatif,0.8
Ugyvm7039cDfAlnRU6p4AaABAg,Netral,0.5
UgyLW-mVMvE1tZrFJt54AaABAg,Negatif,0.5
Ugy5OmD79it4CsLpd8h4AaABAg,Negatif,0.7
UgwePWfKRKYZDMPnHLN4AaABAg,Positif,0.7
UgxQB4XmCyLAlDAfjj94AaABAg,Positif,0.7
UgxrTVeFLIMdb--MGV94AaABAg,Positif,0.75
UgwiYLzNk2lA282p67t4AaABAg,Negatif,0.85
UgxEjg657EfyhppXQ514AaABAg,Positif,0.8
UgzMChQifg6wbXffX5N4AaABAg,Positif,0.7
UgzCHoRE5Ft9eCuhZL94AaABAg,Negatif,0.55
UgwnzeajCyBZ88VYNAZ4AaABAg,Negatif,0.8
UgynZbbz_FlY_QOzJlp4AaABAg,Netral,0.5
Ugw0ktJCJ91axftsAWF4AaABAg,Netral,0.6
Ugy_PUJrfZvgujnzacF4AaABAg,Positif,0.6
Ugw9JMYL2YWUjpRrSap4AaABAg,Negatif,0.75
UgzzxEkbiuFiJWfqTLd4AaABAg,Negatif,0.6
UgxmPgMeoQlFSMfhGB14AaABAg,Negatif,0.85
UgyvEvNXilFs9Dq-DQt4AaABAg,Negatif,0.7
UgwyvwjlSCxkCfd7Q0V4AaABAg,Negatif,0.55
UgzQkW5u2Lxbeq9L1Jp4AaABAg,Negatif,0.5
UgzBamLdm7uLDFcT2Ld4AaABAg,Positif,0.7
UgzosabWOnUVlmQW1YF4AaABAg,Positif,0.75
UgxyGlGxu_LaLRkbjmF4AaABAg,Positif,0.6
UgwdzkK1oOFWThKy5VF4AaABAg,Netral,0.5
UgwyXHAP8v77cwZBjSB4AaABAg,Positif,0.6
UgyooJ9GfwnRbzCCr8F4AaABAg,Negatif,0.65
Ugx0YB_4zGNWq-0NZUV4AaABAg,Netral,0.6
Ugz_sHxuILIflndQCyR4AaABAg,Positif,0.55
UgxxhQbwZYH54GaPuox4AaABAg,Positif,0.7
UgwS4c8LvcQg9Ew_BCN4AaABAg,Positif,0.85
UgzZMp_b2HDXH5K_A5l4AaABAg,Negatif,0.65
UgwjF8PZXSPgJ9M1lSx4AaABAg,Netral,0.5
Ugym9puonudzp5QROFp4AaABAg,Positif,0.5
UgwM7_oWO8PG5cTvzSR4AaABAg,Positif,0.9
Ugy4THqG5vfqMSvUz3l4AaABAg,Netral,0.5
UgzjUOy81crXVVFmhPJ4AaABAg,Negatif,0.65
UgzqwoN2hjjHUYH_ZFp4AaABAg,Negatif,0.65
Ugw4P9vxbZuKSnsF6fd4AaABAg,Positif,0.7
Ugxg9hSKYPEnYtuI6BB4AaABAg,Positif,0.55
UgziN1p1HLnFjn2-BE94AaABAg,Positif,0.6
UgyFOq5vYfJcZbj-kox4AaABAg,Negatif,0.6
Ugz8fXi57woXyBwe69l4AaABAg,Negatif,0.6
UgzG5EAFjWMrXquR3LF4AaABAg,Positif,0.7
UgzjwdPqjk9VslSUI5t4AaABAg,Positif,0.7
UgxxDkOP2-aOvqIYkCN4AaABAg,Positif,0.6
Ugy9C53oZyIHjzCgutN4AaABAg,Positif,0.7
UgymOBfJXqLc2jKGGsx4AaABAg,Positif,0.85
UgyfcExCg5cvGnnCBs94AaABAg,Netral,0.5
UgyVVVKqCKvjHIy4He54AaABAg,Negatif,0.65
UgwHNHXCiO6EgFEbjN94AaABAg,Negatif,0.55
UgzZHqIz8msmhZnbT_54AaABAg,Negatif,0.6
UgwAoDxXUu_agchy_cd4AaABAg,Positif,0.6
UgxVZ9eQkAaMxm_sAzF4AaABAg,Positif,0.7
Ugy6eTZTWPf1zrJ5cMR4AaABAg,Negatif,0.55
Ugy7VFsJFRPgcDgD8qV4AaABAg,Netral,0.55
UgxYrLEHwAQmGvCk0yR4AaABAg,Positif,0.7
UgwWqSVTiF9to36mKAp4AaABAg,Positif,0.55
UgyFrNSdJ0uy44Jf-0R4AaABAg,Netral,0.45
UgysgwQQzLqJ6x98wRR4AaABAg,Positif,0.65
UgzrikZVmJqFmvXb5Dd4AaABAg,Positif,0.7
UgzWtJ9Hmhc4VIQLAw94AaABAg,Negatif,0.55
UgzLMw5SKo6EtjEKCOF4AaABAg,Netral,0.6
UgznbYgcSmctDKEQhYh4AaABAg,Negatif,0.75
Ugwfucq5k3DkXtnX3uF4AaABAg,Positif,0.6
UgyovsMHsLjGswdD_2d4AaABAg,Negatif,0.85
UgzvtsoUm2BHrD_a8aN4AaABAg,Netral,0.5
UgyAao-zgf7PdxPXNWJ4AaABAg,Positif,0.7
UgxsldNCOu63EldHE194AaABAg,Negatif,0.7
Ugz7JNXkFCsn5Xa-FX54AaABAg,Positif,0.6
UgysR3oEiBUnpWtV4m14AaABAg,Positif,0.55
Ugy3oqTv-hn2Yu2wTsp4AaABAg,Positif,0.7
Ugx1hHzALUlXejQULbR4AaABAg,Positif,0.6
UgxNB6v_uw1ocuj87ph4AaABAg,Positif,0.85
Ugy1iB_v7BJDhAS8wBt4AaABAg,Negatif,0.75
Ugxk3W0plg7xuYJf4yt4AaABAg,Positif,0.8
UgzKE8RhkYDA0DsigV54AaABAg,Positif,0.78
UgzeIevdMV-y2Cjm-Lt4AaABAg,Positif,0.85
UgwTUi5WqSjveolpoj14AaABAg,Negatif,0.6
UgzdpXORbIT4Q58wOht4AaABAg,Positif,0.65
Ugw9O9IWjOlfyDu1MpZ4AaABAg,Netral,0.4
UgxTwkfP6r-xYMYeiBt4AaABAg,Netral,0.5
UgxMvdHkr2Nq0k03fvh4AaABAg,Negatif,0.6
Ugwr1Q2Eg0p7IYCKJhR4AaABAg,Negatif,0.65
Ugxzn6GtxTGR06PojZt4AaABAg,Negatif,0.55
UgzApjAVuCJhRVBRQBZ4AaABAg,Positif,0.45
UgzkXqf9Jso5XFo09FR4AaABAg,Positif,0.85
UgxSiqI4_NoDych7C0d4AaABAg,Negatif,0.72
UgwDcU4GfqUarKZTZTd4AaABAg,Negatif,0.6
UgyZ8fBlr-lWCwOZudZ4AaABAg,Negatif,0.6
UgwYf5Ebsv6FTYax5VN4AaABAg,Positif,0.7
UgwxiPsrHVJneHRO8fZ4AaABAg,Netral,0.75
UgzghfPf2OL8ZOyVBYN4AaABAg,Positif,0.6
Ugy--56twr0wbyo94XV4AaABAg,Netral,0.6
UgxcMrn8s6RitTTpRQp4AaABAg,Positif,0.6
Ugyv_SPB6wg3Hhh0uDB4AaABAg,Negatif,0.8
Ugyn_i8Gf7qiOpcd2w94AaABAg,Positif,0.7
Ugw66i2c7j4-oKpRU-54AaABAg,Positif,0.55
UgxYxAeuqB0X1bC5GaR4AaABAg,Negatif,0.7
UgynpguSjzNZJu7YYQp4AaABAg,Negatif,0.6
UgwIypitdpABB-SF1kd4AaABAg,Positif,0.5
UgwU8Re8kQoRiRzsabh4AaABAg,Positif,0.7
UgxzTrll6mQHHF4c0H14AaABAg,Negatif,0.85
UgwJVT58pSPuPvLunyJ4AaABAg,Positif,0.7
UgwD4F3cPJR5TbVEM294AaABAg,Netral,0.5
UgzZVuk8IdYW9XLSfTB4AaABAg,Netral,0.5
UgzObM_0RVO5lFs-p414AaABAg,Positif,0.8
Ugx5dev_G7aAZkzwbUF4AaABAg,Positif,0.7
Ugy4MU2AY7SBeP16rqV4AaABAg,Negatif,0.6
Ugz2xcPPoWgz6TPQLO54AaABAg,Netral,0.6
UgyggcVq3gYH0wSiFIp4AaABAg,Negatif,0.65
UgxO2p_D48Qxjevy-HF4AaABAg,Positif,0.6
Ugyugr-jdYxnRPoyczp4AaABAg,Netral,0.6
Ugxro6kndZ-gR1RHYax4AaABAg,Negatif,0.55
Ugyih4wAhdz3ZyBn0v14AaABAg,Netral,0.45
UgzFUpD16GKMrNjU5J54AaABAg,Netral,0.55
UgzdtovyI86qDJ3CQj14AaABAg,Positif,0.8
Ugz1bq7dcUs7Gwetwxh4AaABAg,Negatif,0.8
UgwZd-q6U5Lj7Cc1dep4AaABAg,Positif,0.65
Ugxzge6Fu4TUiDVmtRt4AaABAg,Positif,0.6
Ugzr1BdnDPWbjl4-SJZ4AaABAg,Positif,0.85
Ugwh-95hrPlXv_3nyNV4AaABAg,Negatif,0.45
Ugyv4BvDcbm2UbIUPZl4AaABAg,Positif,0.5
UgzER-5fJuze6fb0J6F4AaABAg,Negatif,0.6
UgzQiAusM9MyIBB5yzp4AaABAg,Netral,0.5
UgwcUmlzSt7hCnRjRZB4AaABAg,Positif,0.75
UgydtxvikhCIQlgXWE94AaABAg,Positif,0.75
UgycqIkZID5IAFh7mCt4AaABAg,Netral,0.5
UgysCoUQCftyfjW80AN4AaABAg,Negatif,0.6
UgxiqIywBA6Ib_OZz4t4AaABAg,Negatif,0.65
UgxM3_YctRlt9GqiaOx4AaABAg,Negatif,0.75
UgxkFI28C7ReAZP3vxZ4AaABAg,Positif,0.6
UgwvlYG1G07YxaA94K54AaABAg,Positif,0.8
UgydVC7A74XeBk5-GsV4AaABAg,Negatif,0.5
Ugx6L22EXkFs9t3t1Fd4AaABAg,Positif,0.7
Ugyu5PMhCxWgRspAknd4AaABAg,Negatif,0.75
UgwRCd2w4aIQWSkTexx4AaABAg,Netral,0.4
Ugyhb3UB0HjX7UdoAqx4AaABAg,Negatif,0.85
UgxiDKAE4azKQ6voIV94AaABAg,Netral,0.6
UgwW9InSDVpcNiNAj7l4AaABAg,Positif,0.75
Ugyp49CfMin-Uhqj73Z4AaABAg,Positif,0.65
UgxqNzFtTl6Vng_llD54AaABAg,Positif,0.6
UgyMMpKGRTjwwuM8TR14AaABAg,Negatif,0.7
UgxKPZ0g_s18_lrZmPx4AaABAg,Negatif,0.55
UgzV-bEkv8L7Xh7uzpp4AaABAg,Negatif,0.6
UgxUXLe_-QPqrBTFrv14AaABAg,Positif,0.8
Ugz-JWr5BjbI_oaNfFV4AaABAg,Negatif,0.8
Ugx20Uvr7djBBQu-0f14AaABAg,Positif,0.7
Ugyg8gWY3HoE06ETZM54AaABAg,Positif,0.8
Ugz3NwWxkbpe47bpVgx4AaABAg,Netral,0.6
UgyTxUOWTJ9mm0cRdbN4AaABAg,Positif,0.7
UgxbBHVlvPsdaguNKkx4AaABAg,Negatif,0.75
UgxO8TRanyE8SzbCgeF4AaABAg,Positif,0.7
UgyP8zRffkzcdb7H6a14AaABAg,Negatif,0.6
UgxVFgE1bZJKCGFDOvd4AaABAg,Netral,0.6
UgxQt0fSATaWmdtuVpt4AaABAg,Positif,0.85
UgyS84Fbd7hocnhWdgx4AaABAg,Netral,0.5
UgyDWS-CbULhzfTMqHp4AaABAg,Positif,0.82
UgzV1LjE7VaMdRBSZit4AaABAg,Negatif,0.6
UgxYS6i2boydBS501gR4AaABAg,Negatif,0.7
Ugwr4xp8kT2Qy8Fz5QF4AaABAg,Netral,0.65
Ugxb_GsRYa2CXpLKRZN4AaABAg,Positif,0.6
UgxuTJZu8hqf_oJYX-Z4AaABAg,Netral,0.5
Ugw2dlie4GWCRw0IfLN4AaABAg,Negatif,0.55
UgzBPNvcvuSjU3UmIAB4AaABAg,Positif,0.55
UgzHMWt5n7pPibrURqp4AaABAg,Netral,0.6
UgxLfxiFTeo8p6Okj-94AaABAg,Netral,0.5
UgxdjiWXhbkVhiP81xx4AaABAg,Negatif,0.85
Ugw6e_meirLrEKAmGL94AaABAg,Negatif,0.55
UgxbOdVHdVntms2NGjh4AaABAg,Negatif,0.7
UgxR5BIeJcCLFSxS2Bt4AaABAg,Negatif,0.6
Ugwqllb5LYfpa-HECld4AaABAg,Negatif,0.75
UgyDXyyoaRnRP55iwPF4AaABAg,Netral,0.55
Ugy9I3N7A8_9uhsKzhJ4AaABAg,Netral,0.45
UgzgvjBSTKGRp6wm5fp4AaABAg,Positif,0.7
Ugy3VgVT51CKjqleudB4AaABAg,Positif,0.8
UgxMsWRSj6DAy2maS7J4AaABAg,Negatif,0.65
Ugx7jSs_WnjBRh4S_Ep4AaABAg,Positif,0.7
UgxkKieetOrniY2FhOx4AaABAg,Positif,0.6
Ugz7HIdCAnCsSHiRp3J4AaABAg,Positif,0.9
UgyZogleCKoE8BeoF6x4AaABAg,Negatif,0.85
Ugx-jeAztlQ_oQMwbjB4AaABAg,Positif,0.7
Ugyud4-0y9HOs9tGj094AaABAg,Netral,0.5
Ugzpk6XUUwXfaeTdnFF4AaABAg,Netral,0.55
UgwIVeYV9HtJQj-oxzt4AaABAg,Positif,0.75
Ugzl8cQBYS1BJfGblOB4AaABAg,Positif,0.85
Ugxm1xGX8Z3ucayJnkt4AaABAg,Negatif,0.6
Ugx_VmODzDv7bhAd2gl4AaABAg,Positif,0.65
Ugyc1RL6WA-qFR5PhQR4AaABAg,Netral,0.4
UgyR5NP8JkU1uLVroDV4AaABAg,Netral,0.85
UgxHSBMMFtDQla8Bend4AaABAg,Negatif,0.7
UgyQG-pada3YJc5PsBl4AaABAg,Positif,0.8
Ugz9nsJsRxBY5HeVjsF4AaABAg,Positif,0.5
Ugzg0wQJv5NbTFoRt954AaABAg,Positif,0.6
UgwmiJ876zmVQVaWLkN4AaABAg,Negatif,0.85
UgwonT2urrTZpOjqIdR4AaABAg,Positif,0.6
UgyLRy_eyL8L1HkqvFh4AaABAg,Netral,0.45
UgzYf_XaYVqi1TTCB5h4AaABAg,Positif,0.65
UgyF2uGlbNXG5n2DdjR4AaABAg,Negatif,0.7
Ugx8VSo9z6QtJ7WzSPZ4AaABAg,Positif,0.6
UgxTD6xIVTBZSJ7oNG14AaABAg,Netral,0.5
Ugy6HFdlR2Gm8YjmgPR4AaABAg,Positif,0.75
UgzyhGsky4ehUj0DxKh4AaABAg,Positif,0.6
UgxYyYsaGXhl8yPyihR4AaABAg,Positif,0.85
UgxOxUmOdzBOC_z7Q7N4AaABAg,Netral,0.45
Ugy3bm2cl6ceET-nkJB4AaABAg,Positif,0.65
UgzywXJ7iDT3BOmmsxF4AaABAg,Positif,0.65
UgzQgh5kJEegjbpLcIR4AaABAg,Positif,0.65
UgzmbRCYyPHrHLA4awh4AaABAg,Positif,0.6
Ugyg8z9FpqFgN4rrvQ14AaABAg,Positif,0.85
UgxSSSk6LkqjG8B7_VV4AaABAg,Netral,0.45
Ugwwz5G2bgDOfHaKtAx4AaABAg,Positif,0.7
UgzVm6ho5mGI76oFkNV4AaABAg,Positif,0.6
UgyJWW0mcg-KTDGYP5p4AaABAg,Negatif,0.5
UgxuosA4_rTCIVY6PC94AaABAg,Negatif,0.65
UgwVQZSdw6vzGvqiTQp4AaABAg,Netral,0.4
UgxUxtQnkftdDfUQmT14AaABAg,Netral,0.55
UgyIN865_adYmzpi6754AaABAg,Netral,0.5
UgyLgrk_QFsxDnElMP14AaABAg,Negatif,0.8
UgzKKBYiZY7BX_lNq4p4AaABAg,Netral,0.5
UgzejHBsxBw3-uhle1N4AaABAg,Negatif,0.6
Ugzc6XtH5pXTxYo64Tp4AaABAg,Negatif,0.55
Ugwr3GCQRwd0M-aXOsp4AaABAg,Positif,0.7
Ugws5io59JB66q5plcZ4AaABAg,Positif,0.65
UgyW87jj2K3TGTOUeHd4AaABAg,Netral,0.45
Ugxi_4CbLHoUXqDze3F4AaABAg,Positif,0.6
UgzLzUflsIMATViak114AaABAg,Negatif,0.6
Ugy5Sb2H8q1UABoJq1N4AaABAg,Positif,0.6
UgzUdkN8o-MZBlNIKRl4AaABAg,Negatif,0.6
UgzC6ZXRPsb2BYsKA0h4AaABAg,Positif,0.85
UgwCkyWEXxa8wN2xxXV4AaABAg,Positif,0.6
Ugw5gIGxZCzhZdDwoY14AaABAg,Negatif,0.65
UgxEZbiGTZJpSzvzUHx4AaABAg,Negatif,0.65
UgwXEYflwb2JBmk_ok54AaABAg,Positif,0.72
UgzKmkQDUTU6C-u3ZAh4AaABAg,Positif,0.6
Ugz1_2lTX-prYMVKQoF4AaABAg,Netral,0.6
UgwiluIVTAGOWdEvvCJ4AaABAg,Netral,0.4
UgxI8G_K-eL3tFtrcox4AaABAg,Positif,0.75
Ugxoc9hxlz194tU6U5N4AaABAg,Positif,0.8
UgyBGbPiqr5FNKVbkdx4AaABAg,Negatif,0.55
UgxuVdFBZbW4U1NBXht4AaABAg,Positif,0.6
UgyaBrK7RJ-BnwV4qLZ4AaABAg,Netral,0.6
UgyD8jyN8yMCyDMl64R4AaABAg,Positif,0.85
UgxxlSCL07lNjv9FYsF4AaABAg,Positif,0.7
Ugw21AGBsEBkC4l42fd4AaABAg,Positif,0.7
UgzXFFXP0uiOwQSzQz54AaABAg,Negatif,0.75
